Aasta;Kvartal;Maakond;Hoone_liik;Korteriomanditeginute_Arv;Keskmine_m2;Kokku_tehinguhind;Minimaalne_tehingusumma;Maksimaalne_tehingsumma;Minimaalne_pinnaühikuhind;Maksimaalne_pinnaühikuhind;Mediaan_pinnaühikuhind;Keskmine_pinnaühikuhind;Standardhälve_pinnaühikuhind
2019;III;Viljandi maakond;Suvila;6;71.70;105 000;7 000;39 000;56.73;694.01;328.35;335.65;239.80
2019;III;Võru maakond;koretr_10_29.99;7.00;25.40;79600.00;100.00;22000.00;5.08;782.92;570.18;440.04;347.77
2019;III;Võru maakond;koretr_30_40.99;17.00;36.50;283900.00;1000.00;41000.00;27.47;1053.98;372.34;450.20;298.63
2019;III;Võru maakond;koretr_41_54.99;42.00;46.50;665441.00;1.00;53240.00;0.02;1136.89;199.06;336.89;342.18
2019;III;Võru maakond;koretr_55_69.99;24.00;60.90;668300.00;400.00;60500.00;6.62;946.84;580.51;459.36;336.36
2019;III;Võru maakond;koretr_70_249.99;16.00;80.20;770500.00;1000.00;100000.00;12.42;1187.58;681.33;590.10;378.65
2019;III;Võru maakond;Elamu;42;107.70;1 735 795;1 000;220 000;12.08;777.04;261.60;305.80;218.92
2019;III;Võru maakond;Muu;1;***;***;***;***;***;***;***;***;***
2019;III;Võru maakond;Suvila;3;***;***;***;***;***;***;***;***;***
2019;IV;Harju maakond;koretr_10_29.99;251.00;21.70;10332543.00;10.00;128000.00;0.36;4383.56;1987.95;1936.08;736.93
2019;IV;Harju maakond;koretr_30_40.99;518.00;35.20;34918842.00;1000.00;150970.00;30.96;4479.50;1857.79;1915.23;734.41
2019;IV;Harju maakond;koretr_41_54.99;917.00;47.70;83339791.00;3633.00;212000.00;74.60;4100.58;1813.84;1906.13;717.76
2019;IV;Harju maakond;koretr_55_69.99;767.00;62.80;89188045.00;3630.00;276000.00;59.61;3959.83;1780.49;1854.39;657.74
2019;IV;Harju maakond;koretr_70_249.99;886.00;94.60;174900138.00;1000.00;1024620.00;9.45;5257.16;2028.20;2088.79;719.75
2019;IV;Harju maakond;Elamu;194;185.60;43 236 840;100;915 000;0.60;4 494.95;1 277.00;1 320.40;719.23
2019;IV;Harju maakond;Suvila;77;61.20;4 918 116;5 000;230 000;161.29;13 529.41;1 064.74;1 360.65;1 692.55
2019;IV;Hiiu maakond;koretr_30_40.99;1.00;***;***;***;***;***;***;***;***;***
2019;IV;Hiiu maakond;koretr_41_54.99;7.00;45.90;108440.00;940.00;45000.00;18.65;997.78;322.25;339.67;321.15
2019;IV;Hiiu maakond;koretr_55_69.99;4.00;***;***;***;***;***;***;***;***;***
2019;IV;Hiiu maakond;koretr_70_249.99;1.00;***;***;***;***;***;***;***;***;***
2019;IV;Hiiu maakond;Elamu;4;***;***;***;***;***;***;***;***;***
2019;IV;Hiiu maakond;Suvila;1;***;***;***;***;***;***;***;***;***
2019;IV;Ida-Viru maakond;koretr_10_29.99;68.00;26.10;416470.00;1.00;18000.00;0.04;652.17;227.99;235.71;168.02
2019;IV;Ida-Viru maakond;koretr_30_40.99;196.00;36.10;1555845.00;1.00;50000.00;0.03;1381.22;183.93;216.51;187.24
2019;IV;Ida-Viru maakond;koretr_41_54.99;204.00;47.90;2297586.00;1.00;50000.00;0.02;1082.25;179.53;234.02;202.03
2019;IV;Ida-Viru maakond;koretr_55_69.99;108.00;61.10;2163165.00;400.00;89900.00;5.89;1400.31;284.90;326.85;285.36
2019;IV;Ida-Viru maakond;koretr_70_249.99;32.00;85.10;1336710.00;10.00;160000.00;0.12;1089.18;516.01;476.44;314.60
2019;IV;Ida-Viru maakond;Elamu;38;139.40;1 716 020;2 000;198 000;4.15;1 904.26;219.75;340.83;350.28
2019;IV;Ida-Viru maakond;Suvila;19;61.30;232 801;1;50 000;0.07;1 445.09;139.57;228.89;315.22
2019;IV;Jõgeva maakond;koretr_10_29.99;3.00;***;***;***;***;***;***;***;***;***
2019;IV;Jõgeva maakond;koretr_30_40.99;14.00;35.20;164066.00;1000.00;26500.00;27.47;662.50;321.43;329.52;187.53
2019;IV;Jõgeva maakond;koretr_41_54.99;38.00;47.30;346830.00;1250.00;45000.00;25.35;912.78;108.36;190.81;186.94
2019;IV;Jõgeva maakond;koretr_55_69.99;22.00;62.20;301600.00;500.00;39000.00;7.54;580.36;170.07;217.33;169.83
2019;IV;Jõgeva maakond;koretr_70_249.99;11.00;***;***;***;***;***;***;***;***;***
2019;IV;Jõgeva maakond;Elamu;25;150.70;719 564;685;110 000;4.27;786.71;147.06;212.00;201.03
2019;IV;Järva maakond;koretr_10_29.99;7.00;22.00;97829.00;3000.00;25000.00;144.23;1001.48;587.19;632.18;336.85
2019;IV;Järva maakond;koretr_30_40.99;15.00;37.80;222098.00;1000.00;29499.00;24.75;762.30;459.46;401.24;261.49
2019;IV;Järva maakond;koretr_41_54.99;34.00;46.90;450400.00;100.00;31500.00;2.27;686.50;309.28;279.35;199.83
2019;IV;Järva maakond;koretr_55_69.99;33.00;62.80;484677.00;900.00;43000.00;13.37;700.33;246.48;234.10;196.92
2019;IV;Järva maakond;koretr_70_249.99;16.00;85.90;244300.00;2900.00;57000.00;37.56;610.93;124.80;175.80;156.60
2019;IV;Järva maakond;Elamu;25;123.90;867 260;2 000;108 000;18.83;1 114.65;238.73;314.13;281.78
2019;IV;Järva maakond;Muu;1;***;***;***;***;***;***;***;***;***
2019;IV;Järva maakond;Suvila;1;***;***;***;***;***;***;***;***;***
2019;IV;Lääne maakond;koretr_10_29.99;20.00;23.40;64857.00;1.00;24000.00;0.04;857.14;18.91;134.83;256.79
2019;IV;Lääne maakond;koretr_30_40.99;16.00;35.10;171200.00;1500.00;40500.00;42.98;1035.81;167.55;305.28;321.68
2019;IV;Lääne maakond;koretr_41_54.99;23.00;48.90;571707.00;350.00;48000.00;7.13;1052.63;582.42;510.15;307.12
2019;IV;Lääne maakond;koretr_55_69.99;7.00;63.20;240000.00;12500.00;53900.00;214.04;817.91;650.41;536.68;256.04
2019;IV;Lääne maakond;koretr_70_249.99;6.00;87.00;271300.00;1300.00;77000.00;14.77;803.32;707.57;537.19;326.31
2019;IV;Lääne maakond;Elamu;11;95.50;807 900;14 900;175 000;120.06;1 776.86;488.16;866.00;613.96
2019;IV;Lääne maakond;Suvila;1;***;***;***;***;***;***;***;***;***
2019;IV;Lääne-Viru maakond;koretr_10_29.99;25.00;22.70;215753.00;100.00;30000.00;5.88;1094.89;253.81;347.47;361.10
2019;IV;Lääne-Viru maakond;koretr_30_40.99;49.00;36.10;615769.00;100.00;48000.00;3.15;1212.12;177.22;347.60;349.62
2019;IV;Lääne-Viru maakond;koretr_41_54.99;62.00;47.10;1059027.00;1.00;75500.00;0.02;1486.22;255.95;354.64;322.86
2019;IV;Lääne-Viru maakond;koretr_55_69.99;48.00;63.40;1324760.00;200.00;97500.00;3.26;1425.44;328.76;431.06;390.82
2019;IV;Lääne-Viru maakond;koretr_70_249.99;28.00;78.80;883400.00;500.00;100000.00;6.08;1379.31;318.90;406.17;362.72
2019;IV;Lääne-Viru maakond;Elamu;49;131.20;2 412 370;150;159 500;0.98;1 842.78;396.48;425.82;375.03
2019;IV;Lääne-Viru maakond;Suvila;2;***;***;***;***;***;***;***;***;***
2019;IV;Põlva maakond;koretr_30_40.99;5.00;36.30;69860.00;5560.00;24000.00;144.04;606.06;423.59;382.42;172.93
2019;IV;Põlva maakond;koretr_41_54.99;15.00;48.00;219600.00;500.00;31750.00;9.73;667.02;295.51;308.54;198.14
2019;IV;Põlva maakond;koretr_55_69.99;7.00;64.00;116400.00;2400.00;43000.00;41.10;659.51;190.62;253.81;246.30
2019;IV;Põlva maakond;koretr_70_249.99;18.00;81.80;463000.00;3000.00;70000.00;38.81;805.63;301.28;315.34;211.41
2019;IV;Põlva maakond;Elamu;24;116.30;754 368;1 500;148 000;41.10;782.65;177.27;262.52;221.47
2019;IV;Põlva maakond;Suvila;2;***;***;***;***;***;***;***;***;***
2019;IV;Pärnu maakond;koretr_10_29.99;25.00;23.70;604744.00;500.00;74000.00;18.59;2517.01;898.20;990.95;651.88
2019;IV;Pärnu maakond;koretr_30_40.99;50.00;36.30;1506664.00;959.00;64000.00;25.25;1627.30;912.75;822.85;545.56
2019;IV;Pärnu maakond;koretr_41_54.99;96.00;47.60;4620806.00;237.00;128200.00;4.64;2569.14;1121.21;1015.42;608.47
2019;IV;Pärnu maakond;koretr_55_69.99;59.00;62.00;3816551.00;1700.00;140000.00;28.35;2280.70;1047.96;1054.21;612.97
2019;IV;Pärnu maakond;koretr_70_249.99;42.00;86.10;3421500.00;8500.00;179000.00;109.25;1727.40;889.66;936.73;480.72
2019;IV;Pärnu maakond;Elamu;74;133.00;7 407 160;3 000;330 000;18.92;1 592.36;824.48;785.71;419.27
2019;IV;Pärnu maakond;Muu;1;***;***;***;***;***;***;***;***;***
2019;IV;Pärnu maakond;Suvila;12;57.60;246 300;1 000;59 500;24.27;745.61;275.00;359.84;254.63
2019;IV;Rapla maakond;koretr_10_29.99;5.00;28.30;102490.00;5000.00;31500.00;181.16;1145.45;697.28;727.58;361.46
2019;IV;Rapla maakond;koretr_30_40.99;13.00;35.10;256759.00;5500.00;40000.00;166.16;1116.86;501.26;565.60;339.09
2019;IV;Rapla maakond;koretr_41_54.99;40.00;47.30;845377.00;700.00;60000.00;14.61;1159.33;309.23;438.90;345.48
2019;IV;Rapla maakond;koretr_55_69.99;27.00;63.40;843550.00;5000.00;70000.00;74.85;1062.22;500.83;494.56;291.79
2019;IV;Rapla maakond;koretr_70_249.99;9.00;81.40;412400.00;1500.00;76000.00;15.32;872.31;525.57;566.90;275.39
2019;IV;Rapla maakond;Elamu;31;138.70;2 760 922;1 500;187 000;8.94;1 993.36;718.39;743.44;557.85
2019;IV;Rapla maakond;Suvila;8;61.60;310 600;1 700;75 000;20.00;2 352.94;689.37;838.33;733.56
2019;IV;Saare maakond;koretr_10_29.99;3.00;***;***;***;***;***;***;***;***;***
2019;IV;Saare maakond;koretr_30_40.99;9.00;***;***;***;***;***;***;***;***;***
2019;IV;Saare maakond;koretr_41_54.99;19.00;48.00;603300.00;3000.00;76800.00;62.50;1517.79;721.65;651.62;450.74
2019;IV;Saare maakond;koretr_55_69.99;17.00;61.90;1039600.00;13000.00;128000.00;201.55;2006.27;977.20;998.33;523.30
2019;IV;Saare maakond;koretr_70_249.99;15.00;82.70;1106811.00;18000.00;120000.00;250.00;1279.32;873.42;876.48;286.01
2019;IV;Saare maakond;Elamu;20;128.70;1 475 450;2 000;199 000;13.86;1 311.98;632.96;638.74;495.34
2019;IV;Saare maakond;Suvila;2;***;***;***;***;***;***;***;***;***
2019;IV;Tartu maakond;koretr_10_29.99;52.00;22.60;1602190.00;300.00;59000.00;10.64;2628.38;1424.34;1392.28;541.51
2019;IV;Tartu maakond;koretr_30_40.99;89.00;35.30;4717000.00;500.00;124900.00;13.23;3186.22;1490.07;1501.98;519.44
2019;IV;Tartu maakond;koretr_41_54.99;180.00;47.60;10762035.00;1327.00;129000.00;29.16;2519.53;1276.13;1250.10;515.49
2019;IV;Tartu maakond;koretr_55_69.99;164.00;62.10;13803023.00;5716.00;219424.00;90.44;3371.60;1306.95;1362.83;616.99
2019;IV;Tartu maakond;koretr_70_249.99;170.00;94.60;21664544.00;14500.00;357835.00;190.04;3035.60;1425.93;1366.49;513.85
2019;IV;Tartu maakond;Elamu;86;174.60;12 867 393;2 000;343 000;25.25;5 813.95;913.30;1 010.38;733.34
2019;IV;Tartu maakond;Suvila;9;64.70;400 400;9 000;100 000;293.58;1 814.88;544.75;720.12;519.94
2019;IV;Valga maakond;koretr_10_29.99;11.00;25.80;61851.00;1.00;19000.00;0.08;756.97;160.98;209.36;204.76
2019;IV;Valga maakond;koretr_30_40.99;21.00;37.50;129492.00;542.00;27000.00;15.27;760.56;100.25;168.02;184.58
2019;IV;Valga maakond;koretr_41_54.99;27.00;47.40;321300.00;500.00;141500.00;9.94;3223.23;117.65;258.54;610.12
2019;IV;Valga maakond;koretr_55_69.99;16.00;60.80;183650.00;1100.00;25000.00;19.06;439.86;174.18;188.44;132.39
2019;IV;Valga maakond;koretr_70_249.99;14.00;75.90;212000.00;200.00;59000.00;2.55;740.28;111.43;197.11;200.49
2019;IV;Valga maakond;Elamu;24;135.90;703 400;2 000;185 000;4.95;2 458.33;157.05;333.96;502.43
2019;IV;Valga maakond;Suvila;4;***;***;***;***;***;***;***;***;***
2019;IV;Viljandi maakond;koretr_10_29.99;19.00;24.10;247600.00;1100.00;29200.00;39.86;1069.60;398.65;554.22;359.87
2019;IV;Viljandi maakond;koretr_30_40.99;36.00;36.00;644800.00;500.00;41000.00;14.01;1242.42;497.13;499.99;337.04
2019;IV;Viljandi maakond;koretr_41_54.99;43.00;47.50;853400.00;1000.00;57200.00;23.87;1199.10;272.90;420.52;345.08
2019;IV;Viljandi maakond;koretr_55_69.99;20.00;63.20;589250.00;1500.00;77000.00;23.33;1112.72;372.85;460.18;357.39
2019;IV;Viljandi maakond;koretr_70_249.99;26.00;80.80;1090300.00;500.00;117000.00;6.93;1277.33;428.44;509.16;379.77
2019;IV;Viljandi maakond;Elamu;44;144.90;2 504 800;700;249 400;7.80;1 314.71;327.29;385.64;323.39
2019;IV;Viljandi maakond;Suvila;3;***;***;***;***;***;***;***;***;***
2019;IV;Võru maakond;koretr_10_29.99;8.00;27.10;106600.00;500.00;19000.00;17.06;729.26;564.20;500.27;224.72
2019;IV;Võru maakond;koretr_30_40.99;17.00;35.30;192414.00;600.00;36500.00;18.75;950.52;207.41;307.18;306.92
2019;IV;Võru maakond;koretr_41_54.99;48.00;47.80;1126952.00;500.00;64000.00;10.16;1282.57;441.99;487.01;353.95
2019;IV;Võru maakond;koretr_55_69.99;26.00;63.40;969173.00;500.00;74000.00;7.34;1060.17;672.45;588.06;382.91
2019;IV;Võru maakond;koretr_70_249.99;17.00;81.40;676600.00;300.00;90000.00;4.06;1070.01;534.76;507.22;392.57
2019;IV;Võru maakond;Elamu;27;123.10;890 340;1 000;170 000;9.86;1 050.03;181.25;279.84;234.27
2019;IV;Võru maakond;Suvila;4;***;***;***;***;***;***;***;***;***
2020;I;Harju maakond;koretr_10_29.99;300.00;21.80;12381761.00;500.00;93800.00;18.73;4228.57;1998.85;1917.81;933.94
2020;I;Harju maakond;koretr_30_40.99;508.00;35.70;33968543.00;500.00;153300.00;15.11;4451.61;1892.80;1867.71;722.25
2020;I;Harju maakond;koretr_41_54.99;891.00;47.70;82295411.00;1000.00;230000.00;21.23;4347.83;1870.61;1938.48;702.78
2020;I;Harju maakond;koretr_55_69.99;687.00;62.40;78866463.00;1000.00;243500.00;18.18;3902.24;1826.08;1847.39;638.08
2020;I;Harju maakond;koretr_70_249.99;754.00;97.20;142797199.00;9000.00;890000.00;108.11;4427.98;1939.95;1973.39;622.67
2020;I;Harju maakond;Elamu;178;186.60;42 545 147;12 000;2 100 000;70.60;18 048.78;1 406.10;1 554.02;1 502.70
2020;I;Harju maakond;Muu;1;***;***;***;***;***;***;***;***;***
2020;I;Harju maakond;Suvila;71;56.30;4 721 164;5 000;182 500;116.28;6 995.88;1 052.48;1 483.20;1 243.25
2020;I;Hiiu maakond;koretr_30_40.99;2.00;***;***;***;***;***;***;***;***;***
2020;I;Hiiu maakond;koretr_41_54.99;3.00;***;***;***;***;***;***;***;***;***
2020;I;Hiiu maakond;koretr_55_69.99;2.00;***;***;***;***;***;***;***;***;***
2020;I;Hiiu maakond;koretr_70_249.99;3.00;***;***;***;***;***;***;***;***;***
2020;I;Hiiu maakond;Elamu;6;93.50;242 680;2 000;95 000;14.96;900.90;417.50;440.14;374.75
2020;I;Ida-Viru maakond;koretr_10_29.99;64.00;26.80;389779.00;1.00;19000.00;0.04;703.93;203.09;226.47;183.33
2020;I;Ida-Viru maakond;koretr_30_40.99;185.00;35.50;1393776.00;1.00;32900.00;0.03;812.35;151.52;207.87;174.03
2020;I;Ida-Viru maakond;koretr_41_54.99;190.00;47.90;2242410.00;1.00;43000.00;0.02;904.65;191.78;246.75;206.96
2020;I;Ida-Viru maakond;koretr_55_69.99;100.00;60.90;2069245.00;100.00;82000.00;1.52;1211.23;310.98;337.48;271.65
2020;I;Ida-Viru maakond;koretr_70_249.99;37.00;81.40;1193500.00;500.00;140000.00;5.68;851.06;387.28;379.37;226.32
2020;I;Ida-Viru maakond;Elamu;14;184.90;632 196;15 000;92 000;92.93;637.68;284.50;318.34;150.27
2020;I;Ida-Viru maakond;Suvila;34;46.90;416 400;200;85 000;6.80;679.46;226.63;248.37;169.20
2020;I;Jõgeva maakond;koretr_10_29.99;3.00;***;***;***;***;***;***;***;***;***
2020;I;Jõgeva maakond;koretr_30_40.99;9.00;35.60;78100.00;2000.00;22000.00;51.02;602.74;147.42;253.28;189.83
2020;I;Jõgeva maakond;koretr_41_54.99;23.00;47.00;297090.00;2000.00;32000.00;37.95;701.75;231.48;272.30;200.13
2020;I;Jõgeva maakond;koretr_55_69.99;17.00;65.70;304900.00;1000.00;39000.00;14.95;594.51;236.59;275.53;160.73
2020;I;Jõgeva maakond;koretr_70_249.99;7.00;***;***;***;***;***;***;***;***;***
2020;I;Jõgeva maakond;Elamu;17;125.50;379 920;3 000;70 000;36.52;594.23;186.34;223.39;179.90
2020;I;Jõgeva maakond;Muu;1;***;***;***;***;***;***;***;***;***
2020;I;Järva maakond;koretr_10_29.99;5.00;25.20;63989.00;500.00;22999.00;22.94;882.35;541.52;501.60;354.04
2020;I;Järva maakond;koretr_30_40.99;15.00;36.90;173699.00;500.00;27999.00;12.22;744.65;420.71;319.70;233.63
2020;I;Järva maakond;koretr_41_54.99;34.00;47.90;537609.00;1200.00;37000.00;28.17;764.46;296.22;329.59;206.99
2020;I;Järva maakond;koretr_55_69.99;28.00;64.40;558622.00;1500.00;49000.00;22.42;757.34;237.98;310.93;231.27
2020;I;Järva maakond;koretr_70_249.99;12.00;91.90;373900.00;1500.00;59000.00;18.59;773.26;411.16;366.65;246.92
2020;I;Järva maakond;Elamu;25;153.90;646 361;300;100 000;2.16;1 192.05;133.59;226.01;275.40
2020;I;Järva maakond;Suvila;4;***;***;***;***;***;***;***;***;***
2020;I;Lääne maakond;koretr_10_29.99;6.00;27.70;114000.00;4000.00;37000.00;138.41;1360.29;676.03;702.16;583.35
2020;I;Lääne maakond;koretr_30_40.99;20.00;35.70;446750.00;3000.00;48000.00;76.53;1188.12;676.44;625.52;319.43
2020;I;Lääne maakond;koretr_41_54.99;31.00;47.20;760670.00;470.00;60000.00;8.75;1405.15;620.99;526.03;384.29
2020;I;Lääne maakond;koretr_55_69.99;16.00;63.10;368800.00;2000.00;57500.00;33.96;986.28;230.09;374.26;302.21
2020;I;Lääne maakond;koretr_70_249.99;8.00;77.00;258700.00;200.00;67000.00;2.56;934.45;272.09;428.79;355.36
2020;I;Lääne maakond;Elamu;15;150.10;1 047 300;3 500;205 000;48.48;1 197.60;434.35;468.03;348.14
2020;I;Lääne maakond;Suvila;1;***;***;***;***;***;***;***;***;***
2020;I;Lääne-Viru maakond;koretr_10_29.99;15.00;25.10;101650.00;400.00;16900.00;16.78;751.11;267.78;264.56;194.60
2020;I;Lääne-Viru maakond;koretr_30_40.99;37.00;37.00;426775.00;275.00;43500.00;7.03;1156.91;224.87;313.23;296.14
2020;I;Lääne-Viru maakond;koretr_41_54.99;82.00;46.60;1419765.00;275.00;85600.00;6.11;1600.00;265.30;367.20;342.28
2020;I;Lääne-Viru maakond;koretr_55_69.99;42.00;62.20;1191625.00;500.00;99750.00;8.20;1619.32;343.54;457.36;418.14
2020;I;Lääne-Viru maakond;koretr_70_249.99;25.00;90.40;838500.00;1000.00;200000.00;12.95;1848.28;201.34;376.33;454.11
2020;I;Lääne-Viru maakond;Elamu;39;145.30;1 903 735;3;160 000;0.03;1 149.88;304.14;394.58;331.95
2020;I;Lääne-Viru maakond;Suvila;4;***;***;***;***;***;***;***;***;***
2020;I;Põlva maakond;koretr_10_29.99;8.00;26.60;71900.00;2600.00;25900.00;87.54;931.65;216.83;329.19;294.82
2020;I;Põlva maakond;koretr_30_40.99;7.00;***;***;***;***;***;***;***;***;***
2020;I;Põlva maakond;koretr_41_54.99;17.00;48.90;165500.00;900.00;30000.00;17.41;631.58;91.58;199.65;205.99
2020;I;Põlva maakond;koretr_55_69.99;16.00;62.20;218902.00;2.00;35000.00;0.03;542.64;183.85;215.36;158.50
2020;I;Põlva maakond;koretr_70_249.99;1.00;***;***;***;***;***;***;***;***;***
2020;I;Põlva maakond;Elamu;14;85.50;262 500;1 000;49 000;14.29;706.52;164.47;247.92;213.62
2020;I;Põlva maakond;Suvila;1;***;***;***;***;***;***;***;***;***
2020;I;Pärnu maakond;koretr_10_29.99;33.00;25.00;774325.00;1000.00;62000.00;49.26;2190.81;1000.00;910.55;615.67
2020;I;Pärnu maakond;koretr_30_40.99;74.00;36.30;2808950.00;1000.00;80460.00;27.55;2046.70;1112.44;1044.45;585.84
2020;I;Pärnu maakond;koretr_41_54.99;116.00;47.90;5847782.00;500.00;120000.00;10.57;2226.35;1018.51;1054.89;649.07
2020;I;Pärnu maakond;koretr_55_69.99;76.00;62.30;5233020.00;2500.00;130100.00;44.80;1946.58;1117.46;1103.67;562.34
2020;I;Pärnu maakond;koretr_70_249.99;39.00;88.00;3260828.00;1500.00;250000.00;13.30;2042.48;895.72;933.35;604.46
2020;I;Pärnu maakond;Elamu;56;129.90;5 592 770;6 000;480 000;59.52;2 185.79;793.85;795.42;515.03
2020;I;Pärnu maakond;Suvila;4;***;***;***;***;***;***;***;***;***
2020;I;Rapla maakond;koretr_10_29.99;6.00;22.00;122400.00;6000.00;34500.00;375.00;1287.31;783.10;871.89;341.69
2020;I;Rapla maakond;koretr_30_40.99;11.00;35.80;255500.00;1000.00;43000.00;27.70;1094.15;759.88;648.40;357.28
2020;I;Rapla maakond;koretr_41_54.99;24.00;46.50;601200.00;1700.00;53000.00;34.48;1129.81;518.23;540.32;356.87
2020;I;Rapla maakond;koretr_55_69.99;13.00;60.10;320500.00;5000.00;58000.00;90.58;986.39;351.49;410.78;264.52
2020;I;Rapla maakond;koretr_70_249.99;10.00;90.40;366400.00;5500.00;97000.00;69.53;664.57;403.97;407.30;198.77
2020;I;Rapla maakond;Elamu;25;154.10;1 783 400;6 000;183 000;61.23;1 616.77;343.78;523.57;437.62
2020;I;Rapla maakond;Suvila;9;83.00;428 900;10 000;85 000;173.91;1 130.32;516.22;561.30;256.31
2020;I;Saare maakond;koretr_10_29.99;2.00;***;***;***;***;***;***;***;***;***
2020;I;Saare maakond;koretr_30_40.99;8.00;38.50;159500.00;3000.00;59000.00;81.74;1486.15;388.98;518.05;494.45
2020;I;Saare maakond;koretr_41_54.99;21.00;46.50;772100.00;2500.00;85000.00;48.17;1749.41;865.38;790.34;540.30
2020;I;Saare maakond;koretr_55_69.99;18.00;61.70;1208500.00;3000.00;115800.00;48.08;1936.62;967.33;1090.42;534.55
2020;I;Saare maakond;koretr_70_249.99;5.00;***;***;***;***;***;***;***;***;***
2020;I;Saare maakond;Elamu;16;96.80;1 404 500;1 000;197 500;35.84;1 597.29;961.04;881.10;439.02
2020;I;Saare maakond;Suvila;3;***;***;***;***;***;***;***;***;***
2020;I;Tartu maakond;koretr_10_29.99;35.00;22.00;1131700.00;1000.00;65500.00;91.74;3301.89;1473.68;1473.35;689.46
2020;I;Tartu maakond;koretr_30_40.99;71.00;36.40;3862428.00;7500.00;117000.00;191.82;3038.96;1498.52;1501.84;581.78
2020;I;Tartu maakond;koretr_41_54.99;192.00;47.60;12633287.00;2000.00;169781.00;47.28;3600.87;1307.91;1374.66;632.88
2020;I;Tartu maakond;koretr_55_69.99;158.00;62.40;13044504.00;2500.00;211900.00;42.96;3228.55;1242.69;1322.33;598.14
2020;I;Tartu maakond;koretr_70_249.99;177.00;94.00;24469479.00;18000.00;345000.00;181.82;3065.32;1472.56;1467.04;515.72
2020;I;Tartu maakond;Elamu;79;159.90;11 389 476;3 500;334 900;45.99;3 297.87;994.17;963.43;545.11
2020;I;Tartu maakond;Muu;1;***;***;***;***;***;***;***;***;***
2020;I;Tartu maakond;Suvila;8;68.40;345 000;3 000;65 000;60.00;1 158.65;667.62;646.37;374.19
2020;I;Valga maakond;koretr_10_29.99;10.00;27.50;47501.00;1.00;10500.00;0.04;373.67;144.94;170.78;128.04
2020;I;Valga maakond;koretr_30_40.99;22.00;37.40;155729.00;1000.00;24000.00;26.74;594.06;131.30;186.25;150.21
2020;I;Valga maakond;koretr_41_54.99;29.00;46.40;332286.00;1.00;55000.00;0.02;1115.62;168.78;243.74;292.46
2020;I;Valga maakond;koretr_55_69.99;19.00;60.60;266700.00;1600.00;38000.00;23.85;613.13;187.21;231.64;187.17
2020;I;Valga maakond;koretr_70_249.99;10.00;79.00;218750.00;3800.00;35000.00;49.61;476.19;281.05;277.10;136.55
2020;I;Valga maakond;Elamu;27;145.60;981 250;100;97 000;1.25;718.75;350.63;306.25;213.59
2020;I;Valga maakond;Suvila;2;***;***;***;***;***;***;***;***;***
2020;I;Viljandi maakond;koretr_10_29.99;14.00;21.80;194823.00;2000.00;41800.00;67.34;1542.44;601.18;623.27;382.02
2020;I;Viljandi maakond;koretr_30_40.99;25.00;37.40;534911.00;300.00;52500.00;7.71;1370.76;625.00;574.61;447.93
2020;I;Viljandi maakond;koretr_41_54.99;42.00;46.50;812050.00;200.00;46000.00;4.59;948.28;330.64;412.82;301.41
2020;I;Viljandi maakond;koretr_55_69.99;22.00;62.70;830280.00;2000.00;70000.00;34.36;1054.22;719.59;604.88;345.08
2020;I;Viljandi maakond;koretr_70_249.99;19.00;81.70;1229163.00;1.00;200000.00;0.01;2853.07;573.77;788.01;811.36
2020;I;Viljandi maakond;Elamu;31;131.80;1 625 700;1 150;141 000;7.18;1 268.80;377.83;418.43;346.24
2020;I;Viljandi maakond;Suvila;3;***;***;***;***;***;***;***;***;***
2020;I;Võru maakond;koretr_10_29.99;7.00;27.00;81500.00;2500.00;15500.00;121.36;538.19;473.25;419.47;145.91
2020;I;Võru maakond;koretr_30_40.99;16.00;37.10;287100.00;1500.00;39000.00;38.76;1018.28;567.01;485.74;341.83
2020;I;Võru maakond;koretr_41_54.99;41.00;48.00;789398.00;100.00;66000.00;2.02;1322.65;347.83;392.77;381.83
2020;I;Võru maakond;koretr_55_69.99;11.00;62.30;408400.00;6800.00;59900.00;120.78;911.72;629.19;589.58;245.93
2020;I;Võru maakond;koretr_70_249.99;14.00;82.10;635000.00;5000.00;90000.00;67.39;1171.66;462.21;570.17;409.29
2020;I;Võru maakond;Elamu;24;119.30;1 212 600;1 000;280 000;14.22;1 286.76;221.47;335.00;339.95
2020;I;Võru maakond;Suvila;3;***;***;***;***;***;***;***;***;***
2020;II;Harju maakond;koretr_10_29.99;139.00;22.90;5914019.00;1000.00;134000.00;37.45;4981.41;1724.14;1818.84;861.55
2020;II;Harju maakond;koretr_30_40.99;332.00;35.50;23373233.00;200.00;176400.00;5.14;4488.55;1949.10;1976.47;880.28
2020;II;Harju maakond;koretr_41_54.99;533.00;47.90;50643251.00;4000.00;273132.00;94.56;4975.08;1920.90;1977.16;770.48
2020;II;Harju maakond;koretr_55_69.99;473.00;62.40;57302564.00;4000.00;337700.00;68.26;4865.99;1939.50;1944.53;722.16
2020;II;Harju maakond;koretr_70_249.99;583.00;97.10;112653987.00;12200.00;737000.00;135.63;5627.53;1971.09;2002.01;700.26
2020;II;Harju maakond;Elamu;169;162.50;32 144 436;5 000;650 000;36.36;2 913.53;1 268.59;1 255.50;599.61
2020;II;Harju maakond;Muu;2;***;***;***;***;***;***;***;***;***
2020;II;Harju maakond;Suvila;117;54.00;7 192 300;5 600;283 000;160.92;9 725.09;1 084.18;1 274.08;1 017.35
