Aasta;Kvartal;Maakond;Hoone_liik;Korteriomanditeginute_Arv;Keskmine_m2;Kokku_tehinguhind;Minimaalne_tehingusumma;Maksimaalne_tehingsumma;Minimaalne_pinnaühikuhind;Maksimaalne_pinnaühikuhind;Mediaan_pinnaühikuhind;Keskmine_pinnaühikuhind;Standardhälve_pinnaühikuhind
2023;III;Järva maakond;Elamu;41;131.50;2 738 459;600;185 000;7.50;1 831.97;452.83;526.17;401.80
2023;III;Järva maakond;Muu;1;***;***;***;***;***;***;***;***;***
2023;III;Järva maakond;Suvila;7;34.00;219 000;8 000;90 000;112.36;3 643.72;970.87;1 138.50;1 186.96
2023;III;Lääne maakond;koretr_10_29.99;2.00;***;***;***;***;***;***;***;***;***
2023;III;Lääne maakond;koretr_30_40.99;18.00;37.00;743300.00;3600.00;97500.00;91.14;2395.58;1169.52;1116.54;585.98
2023;III;Lääne maakond;koretr_41_54.99;28.00;47.80;1738548.00;1000.00;211000.00;20.41;4169.96;1109.76;1291.95;1296.00
2023;III;Lääne maakond;koretr_55_69.99;15.00;63.20;931500.00;5000.00;232000.00;83.06;3700.16;657.89;1010.92;1025.13
2023;III;Lääne maakond;koretr_70_249.99;9.00;***;***;***;***;***;***;***;***;***
2023;III;Lääne maakond;Elamu;17;120.40;2 635 000;16 000;299 000;188.44;5 472.64;1 349.97;1 646.47;1 350.91
2023;III;Lääne maakond;Suvila;10;63.60;1 134 860;15 000;261 500;91.19;3 698.63;2 500.34;2 190.27;1 253.86
2023;III;Lääne-Viru maakond;koretr_10_29.99;10.00;25.80;247590.00;4990.00;42000.00;166.89;1615.38;1010.74;941.92;540.30
2023;III;Lääne-Viru maakond;koretr_30_40.99;56.00;35.50;894445.00;300.00;56000.00;7.67;1727.57;278.39;456.26;457.12
2023;III;Lääne-Viru maakond;koretr_41_54.99;73.00;47.10;2028150.00;300.00;88600.00;6.67;1774.53;430.62;583.66;487.52
2023;III;Lääne-Viru maakond;koretr_55_69.99;45.00;62.60;1706222.00;422.00;165000.00;7.30;2426.47;395.80;600.35;578.00
2023;III;Lääne-Viru maakond;koretr_70_249.99;18.00;82.70;961750.00;1000.00;166000.00;12.77;1680.16;527.92;629.35;526.18
2023;III;Lääne-Viru maakond;Elamu;57;137.10;4 257 733;930;285 000;7.23;3 601.69;475.06;647.00;648.20
2023;III;Lääne-Viru maakond;Suvila;6;40.10;115 200;6 000;60 000;63.58;1 111.11;773.04;672.82;371.25
2023;III;Põlva maakond;koretr_10_29.99;2.00;***;***;***;***;***;***;***;***;***
2023;III;Põlva maakond;koretr_30_40.99;7.00;36.10;136900.00;500.00;44000.00;16.56;1143.62;385.57;519.00;453.51
2023;III;Põlva maakond;koretr_41_54.99;27.00;49.00;668550.00;1500.00;57000.00;34.25;1128.71;481.40;500.33;357.87
2023;III;Põlva maakond;koretr_55_69.99;24.00;63.20;801740.00;700.00;71000.00;10.06;1102.48;446.59;530.59;340.33
2023;III;Põlva maakond;koretr_70_249.99;4.00;***;***;***;***;***;***;***;***;***
2023;III;Põlva maakond;Elamu;19;126.10;1 199 000;19 000;155 000;42.34;1 293.67;616.55;640.16;382.98
2023;III;Põlva maakond;Suvila;1;***;***;***;***;***;***;***;***;***
2023;III;Pärnu maakond;koretr_10_29.99;37.00;23.30;1113900.00;1000.00;90000.00;40.08;3392.07;909.09;1271.17;821.95
2023;III;Pärnu maakond;koretr_30_40.99;54.00;36.90;3195238.00;1000.00;139000.00;30.86;3662.42;1519.78;1592.91;987.95
2023;III;Pärnu maakond;koretr_41_54.99;88.00;47.20;5508390.00;500.00;236000.00;9.69;4338.24;1478.65;1331.30;1011.72
2023;III;Pärnu maakond;koretr_55_69.99;61.00;62.10;5329700.00;2000.00;274600.00;30.86;4421.90;1319.02;1406.00;1080.13
2023;III;Pärnu maakond;koretr_70_249.99;31.00;84.00;3644100.00;800.00;600000.00;10.71;4460.97;1031.64;1328.12;1221.33
2023;III;Pärnu maakond;Elamu;65;138.90;9 126 756;3 750;497 000;28.96;2 716.47;1 020.41;1 082.56;691.94
2023;III;Pärnu maakond;Suvila;10;61.90;660 500;15 000;154 000;256.94;3 142.86;1 090.10;1 278.93;851.08
2023;III;Rapla maakond;koretr_10_29.99;2.00;***;***;***;***;***;***;***;***;***
2023;III;Rapla maakond;koretr_30_40.99;15.00;36.00;469400.00;5000.00;58000.00;140.85;1651.38;894.04;877.20;494.07
2023;III;Rapla maakond;koretr_41_54.99;30.00;48.50;1089600.00;5500.00;110000.00;114.50;2083.33;599.74;734.86;509.65
2023;III;Rapla maakond;koretr_55_69.99;20.00;62.50;1245600.00;16000.00;188000.00;229.89;2740.52;828.32;989.73;686.09
2023;III;Rapla maakond;koretr_70_249.99;6.00;***;***;***;***;***;***;***;***;***
2023;III;Rapla maakond;Elamu;29;211.90;3 309 919;9 300;340 000;4.94;2 363.30;540.44;920.86;776.19
2023;III;Rapla maakond;Suvila;13;62.90;1 105 000;7 000;190 000;115.32;3 295.45;1 266.77;1 396.59;757.11
2023;III;Saare maakond;koretr_10_29.99;9.00;23.00;263000.00;5000.00;53000.00;183.15;2172.13;1298.70;1280.55;591.61
2023;III;Saare maakond;koretr_30_40.99;6.00;37.60;181500.00;4000.00;66000.00;102.30;1764.71;761.66;819.82;580.95
2023;III;Saare maakond;koretr_41_54.99;7.00;47.80;252600.00;10000.00;65000.00;237.53;1247.36;670.50;745.50;453.81
2023;III;Saare maakond;koretr_55_69.99;9.00;65.50;614115.00;8000.00;261600.00;115.77;3785.82;769.47;1034.17;1091.31
2023;III;Saare maakond;koretr_70_249.99;6.00;83.20;592175.00;48000.00;186175.00;490.80;2380.75;1228.24;1215.02;668.94
2023;III;Saare maakond;Elamu;19;126.30;1 611 220;20 000;205 000;91.70;2 585.78;543.67;893.96;775.94
2023;III;Saare maakond;Suvila;1;***;***;***;***;***;***;***;***;***
2023;III;Tartu maakond;koretr_10_29.99;70.00;22.90;4468584.00;4000.00;160000.00;141.84;7537.69;2675.29;2830.44;1280.98
2023;III;Tartu maakond;koretr_30_40.99;122.00;35.00;10114051.00;2000.00;190000.00;51.95;5901.64;2288.99;2358.04;1105.30
2023;III;Tartu maakond;koretr_41_54.99;252.00;46.70;27398784.00;5000.00;214000.00;118.20;4343.07;2399.10;2337.66;869.50
2023;III;Tartu maakond;koretr_55_69.99;165.00;62.80;20719117.00;7000.00;260000.00;119.05;4298.09;2109.93;1998.18;766.04
2023;III;Tartu maakond;koretr_70_249.99;176.00;93.70;34832370.00;500.00;430000.00;6.65;4154.59;2261.26;2123.44;780.23
2023;III;Tartu maakond;Elamu;75;162.90;16 413 899;24 000;440 000;204.44;2 927.17;1 329.05;1 472.32;746.22
2023;III;Tartu maakond;Suvila;9;87.90;639 000;21 000;125 000;328.02;1 547.03;877.76;928.39;425.47
2023;III;Valga maakond;koretr_10_29.99;15.00;25.10;106300.00;300.00;24600.00;24.19;851.21;102.74;260.44;265.63
2023;III;Valga maakond;koretr_30_40.99;24.00;37.40;298728.00;1000.00;43000.00;25.91;1085.86;322.62;330.32;231.85
2023;III;Valga maakond;koretr_41_54.99;33.00;48.70;497740.00;300.00;108000.00;6.71;2018.69;215.52;305.31;370.04
2023;III;Valga maakond;koretr_55_69.99;12.00;63.00;255990.00;300.00;80000.00;4.85;1240.31;338.77;334.51;334.68
2023;III;Valga maakond;koretr_70_249.99;12.00;75.10;520241.00;1.00;120000.00;0.01;1714.29;552.49;581.73;402.99
2023;III;Valga maakond;Elamu;20;103.80;1 319 000;1 000;250 000;5.16;2 780.87;434.27;697.27;656.17
2023;III;Valga maakond;Suvila;4;***;***;***;***;***;***;***;***;***
2023;III;Viljandi maakond;koretr_10_29.99;11.00;23.90;205150.00;150.00;41500.00;5.14;1542.75;756.10;751.23;480.62
2023;III;Viljandi maakond;koretr_30_40.99;25.00;37.00;815800.00;1600.00;75000.00;41.72;1968.50;704.23;869.26;602.25
2023;III;Viljandi maakond;koretr_41_54.99;38.00;48.00;1468145.00;2800.00;115900.00;54.64;2450.32;676.38;807.48;609.96
2023;III;Viljandi maakond;koretr_55_69.99;23.00;61.50;1109800.00;400.00;104000.00;7.10;1765.70;836.30;775.40;521.78
2023;III;Viljandi maakond;koretr_70_249.99;19.00;79.60;689100.00;3000.00;120000.00;38.07;1232.88;344.35;438.30;375.77
2023;III;Viljandi maakond;Elamu;48;147.00;4 200 649;250;328 000;4.85;2 336.18;476.04;603.17;515.53
2023;III;Viljandi maakond;Suvila;2;***;***;***;***;***;***;***;***;***
2023;III;Võru maakond;koretr_10_29.99;6.00;23.10;98700.00;200.00;36000.00;10.81;1285.71;560.35;606.53;545.26
2023;III;Võru maakond;koretr_30_40.99;17.00;35.30;491050.00;3500.00;59900.00;100.54;1644.52;748.50;813.17;427.72
2023;III;Võru maakond;koretr_41_54.99;30.00;47.20;872951.00;1.00;60000.00;0.02;1271.19;663.06;606.95;429.17
2023;III;Võru maakond;koretr_55_69.99;11.00;61.50;436900.00;1500.00;84000.00;25.77;1324.92;576.07;639.70;470.48
2023;III;Võru maakond;koretr_70_249.99;9.00;78.40;587000.00;1000.00;148500.00;13.99;1635.29;855.26;793.35;562.78
2023;III;Võru maakond;Elamu;29;111.00;1 939 496;1 000;474 596;25.84;8 140.58;331.13;760.50;1 480.66
2023;III;Võru maakond;Suvila;11;30.70;352 000;2 820;197 000;175.78;4 571.43;947.37;1 150.00;1 254.05
2023;IV;Harju maakond;koretr_10_29.99;203.00;21.70;13010388.00;15000.00;160000.00;576.92;6578.95;2941.18;2967.73;1007.54
2023;IV;Harju maakond;koretr_30_40.99;446.00;35.40;46075074.00;1000.00;260000.00;25.25;7377.52;2771.18;2900.27;1150.03
2023;IV;Harju maakond;koretr_41_54.99;866.00;47.30;120491227.00;3000.00;353500.00;61.22;7027.83;2807.80;2939.16;1161.31
2023;IV;Harju maakond;koretr_55_69.99;610.00;62.70;106474258.00;5000.00;465000.00;77.52;7013.57;2608.37;2793.38;1140.81
2023;IV;Harju maakond;koretr_70_249.99;643.00;95.40;200670310.00;8000.00;1640000.00;96.27;9951.46;3103.31;3277.74;1164.26
2023;IV;Harju maakond;Elamu;140;163.10;46 711 980;25 000;1 630 000;236.28;6 761.01;2 182.75;2 169.75;964.23
2023;IV;Harju maakond;Suvila;66;60.70;7 458 601;1;365 000;0.01;18 333.33;1 868.70;2 497.41;2 687.96
2023;IV;Hiiu maakond;koretr_10_29.99;1.00;***;***;***;***;***;***;***;***;***
2023;IV;Hiiu maakond;koretr_30_40.99;2.00;***;***;***;***;***;***;***;***;***
2023;IV;Hiiu maakond;koretr_41_54.99;3.00;***;***;***;***;***;***;***;***;***
2023;IV;Hiiu maakond;koretr_55_69.99;7.00;59.00;191000.00;2000.00;70000.00;34.25;1145.66;432.53;455.44;383.60
2023;IV;Hiiu maakond;koretr_70_249.99;3.00;***;***;***;***;***;***;***;***;***
2023;IV;Hiiu maakond;Elamu;6;93.30;298 911;20 000;93 000;185.01;1 005.41;460.52;545.61;317.07
2023;IV;Ida-Viru maakond;koretr_10_29.99;89.00;26.90;928133.00;100.00;33087.00;3.53;1156.89;363.64;388.26;263.02
2023;IV;Ida-Viru maakond;koretr_30_40.99;207.00;36.00;2480166.00;1.00;67730.00;0.03;1759.22;291.36;331.27;247.54
2023;IV;Ida-Viru maakond;koretr_41_54.99;212.00;47.80;3606818.00;100.00;65000.00;2.20;1292.25;299.70;354.98;263.80
2023;IV;Ida-Viru maakond;koretr_55_69.99;94.00;61.00;2151418.00;100.00;76000.00;1.57;1194.97;355.82;375.27;256.25
2023;IV;Ida-Viru maakond;koretr_70_249.99;32.00;79.40;1492800.00;100.00;120000.00;1.28;1407.31;539.43;578.91;367.07
2023;IV;Ida-Viru maakond;Elamu;33;98.50;1 905 750;250;150 000;3.43;1 626.90;598.86;632.67;457.26
2023;IV;Ida-Viru maakond;Muu;1;***;***;***;***;***;***;***;***;***
2023;IV;Ida-Viru maakond;Suvila;35;41.10;376 400;50;47 000;10.79;1 080.46;246.67;262.61;216.61
2023;IV;Jõgeva maakond;koretr_10_29.99;2.00;***;***;***;***;***;***;***;***;***
2023;IV;Jõgeva maakond;koretr_30_40.99;10.00;***;***;***;***;***;***;***;***;***
2023;IV;Jõgeva maakond;koretr_41_54.99;33.00;47.70;626397.00;1597.00;57500.00;38.11;1131.89;357.14;399.95;244.20
2023;IV;Jõgeva maakond;koretr_55_69.99;18.00;62.50;334500.00;2500.00;49000.00;37.54;785.26;257.17;299.24;213.99
2023;IV;Jõgeva maakond;koretr_70_249.99;10.00;76.70;316900.00;10900.00;60000.00;150.14;829.88;381.16;423.03;246.03
2023;IV;Jõgeva maakond;Elamu;21;136.50;707 010;10;105 000;0.10;1 000.00;263.96;330.62;271.15
2023;IV;Jõgeva maakond;Suvila;2;***;***;***;***;***;***;***;***;***
2023;IV;Järva maakond;koretr_10_29.99;3.00;***;***;***;***;***;***;***;***;***
2023;IV;Järva maakond;koretr_30_40.99;22.00;37.40;599400.00;500.00;73500.00;12.53;2181.01;680.68;733.93;540.60
2023;IV;Järva maakond;koretr_41_54.99;33.00;48.00;812237.00;300.00;57137.00;7.16;1298.57;525.29;504.18;358.01
2023;IV;Järva maakond;koretr_55_69.99;35.00;63.90;933250.00;1300.00;75080.00;19.64;1285.62;451.91;428.36;316.27
2023;IV;Järva maakond;koretr_70_249.99;9.00;***;***;***;***;***;***;***;***;***
2023;IV;Järva maakond;Elamu;26;177.40;2 213 507;7 200;330 000;45.22;1 782.36;487.89;519.56;409.37
2023;IV;Järva maakond;Suvila;2;***;***;***;***;***;***;***;***;***
2023;IV;Lääne maakond;koretr_10_29.99;5.00;25.00;145500.00;5000.00;61000.00;200.80;2194.24;1345.45;1097.32;810.35
2023;IV;Lääne maakond;koretr_30_40.99;11.00;35.80;378000.00;4000.00;126500.00;117.99;3833.33;585.24;978.11;1067.17
2023;IV;Lääne maakond;koretr_41_54.99;24.00;47.90;1618050.00;3700.00;230100.00;74.15;4206.58;1013.28;1415.40;1280.14
2023;IV;Lääne maakond;koretr_55_69.99;16.00;62.80;1449600.00;3300.00;251500.00;59.35;4004.78;546.12;1473.82;1565.89
2023;IV;Lääne maakond;koretr_70_249.99;5.00;90.90;721500.00;39000.00;440000.00;437.22;3325.77;1043.26;1378.05;1124.75
2023;IV;Lääne maakond;Elamu;9;150.30;885 000;1 000;220 000;8.68;1 535.58;577.12;722.35;602.00
2023;IV;Lääne maakond;Suvila;3;***;***;***;***;***;***;***;***;***
2023;IV;Lääne-Viru maakond;koretr_10_29.99;18.00;24.70;255250.00;500.00;52000.00;35.21;1857.14;252.73;548.44;517.54
2023;IV;Lääne-Viru maakond;koretr_30_40.99;44.00;35.70;654144.00;844.00;73000.00;25.12;1867.01;216.05;411.43;451.94
2023;IV;Lääne-Viru maakond;koretr_41_54.99;80.00;47.20;1901750.00;250.00;139000.00;5.83;2802.42;288.86;495.15;542.24
2023;IV;Lääne-Viru maakond;koretr_55_69.99;38.00;62.50;1900540.00;800.00;175000.00;12.82;2503.58;749.85;792.21;546.01
2023;IV;Lääne-Viru maakond;koretr_70_249.99;17.00;78.30;827100.00;2000.00;149000.00;27.21;2032.74;498.69;615.91;563.20
2023;IV;Lääne-Viru maakond;Elamu;44;133.00;3 421 100;7 000;390 000;99.03;2 087.79;393.01;595.48;520.14
2023;IV;Lääne-Viru maakond;Suvila;1;***;***;***;***;***;***;***;***;***
2023;IV;Põlva maakond;koretr_10_29.99;3.00;***;***;***;***;***;***;***;***;***
2023;IV;Põlva maakond;koretr_30_40.99;7.00;36.70;125191.00;191.00;34000.00;4.70;974.21;776.12;506.94;407.89
2023;IV;Põlva maakond;koretr_41_54.99;12.00;48.30;287100.00;2500.00;57000.00;59.81;1168.03;428.06;490.95;400.89
2023;IV;Põlva maakond;koretr_55_69.99;8.00;60.90;297500.00;2500.00;63000.00;42.23;1048.25;744.92;614.66;356.85
2023;IV;Põlva maakond;koretr_70_249.99;4.00;***;***;***;***;***;***;***;***;***
2023;IV;Põlva maakond;Elamu;15;113.30;758 500;2 500;138 000;21.24;982.40;519.29;493.07;294.18
2023;IV;Pärnu maakond;koretr_10_29.99;23.00;24.00;820431.00;300.00;79999.00;15.00;3030.27;1562.23;1413.11;877.33
2023;IV;Pärnu maakond;koretr_30_40.99;49.00;36.60;2907540.00;1000.00;186500.00;30.86;4905.15;1618.80;1598.16;1307.33
2023;IV;Pärnu maakond;koretr_41_54.99;141.00;47.90;12944359.00;1000.00;243500.00;22.32;4709.86;1863.43;1898.41;1095.66
2023;IV;Pärnu maakond;koretr_55_69.99;74.00;63.70;7524388.00;4000.00;252000.00;59.26;4191.83;1528.88;1603.12;1072.50
2023;IV;Pärnu maakond;koretr_70_249.99;47.00;87.60;5812536.00;15000.00;350000.00;131.23;3730.07;1142.47;1397.99;1024.86
2023;IV;Pärnu maakond;Elamu;55;137.50;8 353 423;345;390 000;3.37;3 590.63;1 218.45;1 186.96;751.17
2023;IV;Pärnu maakond;Muu;1;***;***;***;***;***;***;***;***;***
2023;IV;Pärnu maakond;Suvila;8;35.10;211 486;6 780;75 000;281.43;2 500.00;516.39;832.50;767.97
2023;IV;Rapla maakond;koretr_10_29.99;3.00;***;***;***;***;***;***;***;***;***
2023;IV;Rapla maakond;koretr_30_40.99;19.00;36.50;474550.00;600.00;77000.00;18.02;2219.02;424.79;696.01;691.02
2023;IV;Rapla maakond;koretr_41_54.99;29.00;48.50;939180.00;1000.00;78700.00;19.96;1680.94;591.72;659.87;490.91
2023;IV;Rapla maakond;koretr_55_69.99;22.00;62.50;1898400.00;23000.00;188000.00;349.01;2740.52;1074.16;1370.92;760.25
2023;IV;Rapla maakond;koretr_70_249.99;13.00;***;***;***;***;***;***;***;***;***
2023;IV;Rapla maakond;Elamu;20;224.30;2 123 508;1 808;243 000;7.60;2 298.08;566.12;663.87;608.61
2023;IV;Rapla maakond;Muu;1;***;***;***;***;***;***;***;***;***
2023;IV;Rapla maakond;Suvila;12;59.90;798 200;15 000;184 200;188.44;3 228.57;980.16;1 138.99;856.69
2023;IV;Saare maakond;koretr_10_29.99;2.00;***;***;***;***;***;***;***;***;***
2023;IV;Saare maakond;koretr_30_40.99;10.00;39.20;386100.00;3000.00;80000.00;74.81;2179.84;1119.94;998.23;689.09
2023;IV;Saare maakond;koretr_41_54.99;18.00;46.30;1106380.00;8000.00;160380.00;161.94;3300.00;1366.45;1333.85;724.09
2023;IV;Saare maakond;koretr_55_69.99;13.00;61.30;1177013.00;38000.00;156533.00;561.30;2785.28;1454.69;1491.90;625.48
2023;IV;Saare maakond;koretr_70_249.99;6.00;***;***;***;***;***;***;***;***;***
2023;IV;Saare maakond;Elamu;21;130.30;2 245 700;13 000;286 000;170.52;2 312.60;512.47;1 014.44;833.61
2023;IV;Saare maakond;Suvila;2;***;***;***;***;***;***;***;***;***
2023;IV;Tartu maakond;koretr_10_29.99;59.00;23.50;3539586.00;11000.00;109000.00;412.19;5376.88;2385.96;2602.10;1244.88
2023;IV;Tartu maakond;koretr_30_40.99;112.00;36.20;10305446.00;3000.00;208000.00;74.81;5576.41;2409.62;2509.29;1212.12
2023;IV;Tartu maakond;koretr_41_54.99;176.00;47.10;18176769.00;3800.00;196453.00;89.62;4444.64;2032.42;2199.46;966.27
2023;IV;Tartu maakond;koretr_55_69.99;121.00;63.60;14640832.00;200.00;275000.00;3.36;4444.44;1732.91;1909.66;943.56
2023;IV;Tartu maakond;koretr_70_249.99;160.00;89.70;33141811.00;17000.00;755000.00;227.58;4957.32;2339.60;2321.27;816.24
2023;IV;Tartu maakond;Elamu;57;166.10;12 513 504;9 000;590 000;162.87;3 675.32;1 400.45;1 385.56;685.35
2023;IV;Tartu maakond;Suvila;9;98.80;677 000;10 000;225 000;95.69;3 373.31;811.91;926.94;975.11
2023;IV;Valga maakond;koretr_10_29.99;5.00;25.30;165400.00;800.00;77600.00;34.48;3316.24;471.01;1395.17;1674.92
2023;IV;Valga maakond;koretr_30_40.99;34.00;36.00;330959.00;1000.00;25500.00;32.68;653.85;257.32;261.30;183.04
2023;IV;Valga maakond;koretr_41_54.99;25.00;46.90;372950.00;1000.00;40000.00;21.51;934.58;264.23;322.80;282.78
2023;IV;Valga maakond;koretr_55_69.99;13.00;61.70;251600.00;600.00;54000.00;9.33;804.77;175.13;307.32;283.64
2023;IV;Valga maakond;koretr_70_249.99;9.00;83.70;547900.00;1000.00;260000.00;12.94;3312.10;528.97;722.89;1016.56
2023;IV;Valga maakond;Elamu;14;112.70;518 900;4 000;160 000;54.02;924.32;305.34;356.28;288.01
2023;IV;Valga maakond;Suvila;2;***;***;***;***;***;***;***;***;***
2023;IV;Viljandi maakond;koretr_10_29.99;12.00;22.80;220165.00;1000.00;47900.00;64.10;1787.31;792.51;816.79;506.91
2023;IV;Viljandi maakond;koretr_30_40.99;29.00;37.40;1276760.00;1500.00;120100.00;37.59;3263.59;1075.27;1190.27;816.43
2023;IV;Viljandi maakond;koretr_41_54.99;32.00;46.60;676293.00;1500.00;85000.00;29.76;1901.57;320.41;453.36;418.80
2023;IV;Viljandi maakond;koretr_55_69.99;19.00;62.20;726900.00;900.00;115000.00;15.15;1696.17;580.76;613.03;487.85
2023;IV;Viljandi maakond;koretr_70_249.99;21.00;80.40;1341635.00;1000.00;210000.00;11.01;2013.42;608.54;765.92;666.53
2023;IV;Viljandi maakond;Elamu;35;155.00;2 744 800;3 500;260 000;12.73;2 281.37;496.28;596.01;473.86
2023;IV;Viljandi maakond;Suvila;2;***;***;***;***;***;***;***;***;***
2023;IV;Võru maakond;koretr_10_29.99;6.00;27.70;120500.00;7000.00;34500.00;260.22;1193.77;746.00;718.84;345.83
2023;IV;Võru maakond;koretr_30_40.99;17.00;37.20;553790.00;4800.00;70000.00;118.23;1763.22;848.21;867.02;437.40
2023;IV;Võru maakond;koretr_41_54.99;32.00;47.70;850600.00;2000.00;76000.00;46.95;1433.96;427.52;544.46;425.11
2023;IV;Võru maakond;koretr_55_69.99;18.00;62.00;668100.00;1500.00;142000.00;24.00;2079.06;434.16;589.53;580.73
2023;IV;Võru maakond;koretr_70_249.99;10.00;87.50;567566.00;2250.00;225066.00;30.36;2381.65;526.24;638.49;674.81
2023;IV;Võru maakond;Elamu;33;90.70;2 133 876;1;430 000;0.01;2 727.27;443.46;765.34;716.65
2023;IV;Võru maakond;Suvila;4;***;***;***;***;***;***;***;***;***
2024;I;Harju maakond;koretr_10_29.99;178.00;22.30;10541009.00;6082.00;165000.00;264.43;5612.24;2730.74;2711.90;1033.92
2024;I;Harju maakond;koretr_30_40.99;424.00;35.40;40179825.00;6000.00;205400.00;173.91;5358.97;2591.46;2671.02;960.21
2024;I;Harju maakond;koretr_41_54.99;670.00;47.40;86939711.00;5000.00;348500.00;119.33;8219.34;2569.39;2737.08;1095.45
2024;I;Harju maakond;koretr_55_69.99;505.00;62.70;83146142.00;12600.00;464500.00;208.26;7525.08;2425.95;2625.69;1071.83
2024;I;Harju maakond;koretr_70_249.99;539.00;97.50;156993903.00;6100.00;891000.00;38.05;7435.32;2905.69;3020.95;1084.56
2024;I;Harju maakond;Elamu;125;172.40;40 645 452;10 000;1 218 000;181.16;6 638.45;2 054.05;2 085.29;1 087.46
2024;I;Harju maakond;Muu;4;***;***;***;***;***;***;***;***;***
2024;I;Harju maakond;Suvila;49;56.60;5 129 832;17 000;355 000;429.59;10 942.62;1 956.24;2 361.92;2 082.13
2024;I;Hiiu maakond;koretr_10_29.99;2.00;***;***;***;***;***;***;***;***;***
2024;I;Hiiu maakond;koretr_30_40.99;3.00;***;***;***;***;***;***;***;***;***
2024;I;Hiiu maakond;koretr_41_54.99;8.00;46.60;213661.00;7000.00;52000.00;152.17;1127.98;521.08;574.41;311.75
2024;I;Hiiu maakond;koretr_55_69.99;6.00;61.70;316000.00;34000.00;76000.00;551.52;1275.17;783.73;868.01;338.08
2024;I;Hiiu maakond;koretr_70_249.99;1.00;***;***;***;***;***;***;***;***;***
2024;I;Hiiu maakond;Elamu;4;***;***;***;***;***;***;***;***;***
2024;I;Ida-Viru maakond;koretr_10_29.99;65.00;27.00;686117.00;300.00;25000.00;10.07;919.12;394.16;396.85;206.79
2024;I;Ida-Viru maakond;koretr_30_40.99;195.00;36.20;2203882.00;1.00;44000.00;0.02;1133.88;269.84;309.59;227.03
2024;I;Ida-Viru maakond;koretr_41_54.99;204.00;47.70;3647018.00;10.00;73000.00;0.20;1767.55;315.34;374.16;289.72
2024;I;Ida-Viru maakond;koretr_55_69.99;81.00;61.80;1982740.00;500.00;79900.00;8.33;1252.35;364.16;395.36;275.04
2024;I;Ida-Viru maakond;koretr_70_249.99;24.00;83.60;1338052.00;1100.00;249500.00;15.65;1225.90;669.08;615.19;369.46
2024;I;Ida-Viru maakond;Elamu;19;131.00;1 663 313;513;600 000;4.12;2 662.99;275.99;614.84;737.21
2024;I;Ida-Viru maakond;Suvila;34;46.60;641 166;300;90 000;11.32;1 029.75;354.11;386.23;282.35
2024;I;Jõgeva maakond;koretr_10_29.99;2.00;***;***;***;***;***;***;***;***;***
2024;I;Jõgeva maakond;koretr_30_40.99;8.00;***;***;***;***;***;***;***;***;***
2024;I;Jõgeva maakond;koretr_41_54.99;24.00;46.90;460100.00;5000.00;43000.00;113.12;863.45;377.02;406.26;219.39
2024;I;Jõgeva maakond;koretr_55_69.99;15.00;63.60;400900.00;1000.00;60000.00;15.06;888.89;426.29;416.80;270.51
2024;I;Jõgeva maakond;koretr_70_249.99;8.00;81.10;268500.00;6000.00;75000.00;81.63;966.49;307.14;420.86;353.95
2024;I;Jõgeva maakond;Elamu;15;132.60;1 186 800;10 000;294 000;68.17;1 566.33;510.20;634.42;503.00
2024;I;Jõgeva maakond;Suvila;1;***;***;***;***;***;***;***;***;***
2024;I;Järva maakond;koretr_10_29.99;1.00;***;***;***;***;***;***;***;***;***
2024;I;Järva maakond;koretr_30_40.99;19.00;35.50;378233.00;2200.00;42500.00;56.85;1194.03;555.56;562.25;389.98
2024;I;Järva maakond;koretr_41_54.99;47.00;46.60;1226726.00;100.00;76999.00;1.85;1718.73;608.96;561.23;402.00
2024;I;Järva maakond;koretr_55_69.99;16.00;64.00;568033.00;2500.00;68000.00;40.65;1082.80;582.43;554.57;348.14
2024;I;Järva maakond;koretr_70_249.99;14.00;***;***;***;***;***;***;***;***;***
2024;I;Järva maakond;Elamu;21;145.10;1 150 201;2 000;180 000;21.16;1 424.05;379.43;392.44;325.47
2024;I;Järva maakond;Suvila;1;***;***;***;***;***;***;***;***;***
2024;I;Lääne maakond;koretr_10_29.99;2.00;***;***;***;***;***;***;***;***;***
2024;I;Lääne maakond;koretr_30_40.99;14.00;36.50;785015.00;15000.00;133000.00;457.32;3275.86;1300.11;1532.29;963.40
2024;I;Lääne maakond;koretr_41_54.99;17.00;47.40;843660.00;4000.00;200460.00;83.86;4292.51;605.33;1082.76;1245.60
2024;I;Lääne maakond;koretr_55_69.99;22.00;62.90;2090100.00;3400.00;265500.00;57.63;4187.30;1286.17;1518.52;1271.11
2024;I;Lääne maakond;koretr_70_249.99;9.00;***;***;***;***;***;***;***;***;***
2024;I;Lääne maakond;Elamu;7;149.20;1 509 675;22 000;845 175;228.45;2 670.38;1 125.79;1 152.29;814.08
2024;I;Lääne maakond;Suvila;2;***;***;***;***;***;***;***;***;***
2024;I;Lääne-Viru maakond;koretr_10_29.99;17.00;25.20;264700.00;1500.00;45000.00;63.83;1618.71;487.80;646.53;524.50
2024;I;Lääne-Viru maakond;koretr_30_40.99;42.00;35.80;946596.00;100.00;78000.00;2.65;2005.14;516.60;641.27;516.41
2024;I;Lääne-Viru maakond;koretr_41_54.99;60.00;49.20;1859482.00;112.00;102500.00;2.10;2481.84;511.90;631.83;519.71
