Aasta,Maakond,Hoone_liik,Korteriomanditeginute_Arv,Keskmine_m2,Kokku_tehinguhind,Minimaalne_tehingusumma,Maksimaalne_tehingsumma,Minimaalne_pinnaühikuhind,Maksimaalne_pinnaühikuhind,Mediaan_pinnaühikuhind,Keskmine_pinnaühikuhind,Standardhälve_pinnaühikuhind,netosissetulek,hoivatute_arv,mitteaktiivsed,toohive_maar,toojoud_ja_mitteaktiivsed,toojoud_arv,toojous_osalemine,tootuse_maar,tootute_arv,leibkondade_arv,avg_salary,housing_index,THI
2022,Rapla maakond,korter_30_40.99,78.0,36.15,2392365.0,1000.0,85350.0,30.03,2288.2,904.6225,844.9825000000001,599.72,905.1,15.2,4.475,74.25,20.6,16.175,78.875,,,15.2,1779.3333333333333,299.5,280.28
2022,Rapla maakond,korter_41_54.99,142.0,47.2,5256504.0,1.0,106000.0,0.02,2260.27,612.5725,762.5725,590.5125,905.1,15.2,4.475,74.25,20.6,16.175,78.875,,,15.2,1779.3333333333333,299.5,280.28
2022,Rapla maakond,korter_55_69.99,85.0,63.075,4531185.0,1.0,143500.0,0.01,2318.58,734.325,822.5174999999999,536.7175,905.1,15.2,4.475,74.25,20.6,16.175,78.875,,,15.2,1779.3333333333333,299.5,280.28
2022,Rapla maakond,korter_70_249.99,64.0,81.56666666666666,4822302.0,1.0,206400.0,0.01,2217.85,952.4333333333333,1054.5633333333333,692.0099999999999,905.1,15.2,4.475,74.25,20.6,16.175,78.875,,,15.2,1779.3333333333333,299.5,280.28
2022,Saare maakond,Elamu,97.0,130.4,0.0,,,38.1,,837.99,926.25,741.94,851.3,15.2,3.675,79.75,19.175,15.5,81.3,,,13.7,1779.3333333333333,299.5,280.28
2022,Saare maakond,Muu,1.0,,0.0,,,,,,,,851.3,15.2,3.675,79.75,19.175,15.5,81.3,,,13.7,1779.3333333333333,299.5,280.28
2022,Saare maakond,Suvila,8.0,,0.0,,,,,,,,851.3,15.2,3.675,79.75,19.175,15.5,81.3,,,13.7,1779.3333333333333,299.5,280.28
2022,Saare maakond,korter_10_29.99,20.0,25.1,209333.0,3100.0,51000.0,185.61,1910.11,1075.27,896.63,608.8,851.3,15.2,3.675,79.75,19.175,15.5,81.3,,,13.7,1779.3333333333333,299.5,280.28
2022,Saare maakond,korter_30_40.99,57.0,37.233333333333334,1754865.0,2500.0,78000.0,69.44,2081.92,1253.93,1130.4866666666667,664.18,851.3,15.2,3.675,79.75,19.175,15.5,81.3,,,13.7,1779.3333333333333,299.5,280.28
2022,Saare maakond,korter_41_54.99,97.0,46.65,4879775.0,1500.0,142000.0,35.05,3279.45,1055.6399999999999,1084.9175,602.7675,851.3,15.2,3.675,79.75,19.175,15.5,81.3,,,13.7,1779.3333333333333,299.5,280.28
2022,Saare maakond,korter_55_69.99,78.0,62.55,4715284.0,2500.0,167000.0,42.02,2500.0,1027.8274999999999,967.9975,582.2725,851.3,15.2,3.675,79.75,19.175,15.5,81.3,,,13.7,1779.3333333333333,299.5,280.28
2022,Saare maakond,korter_70_249.99,40.0,94.55,2232000.0,7000.0,298000.0,94.59,3300.11,972.9950000000001,1073.5149999999999,685.64,851.3,15.2,3.675,79.75,19.175,15.5,81.3,,,13.7,1779.3333333333333,299.5,280.28
2022,Tartu maakond,Elamu,329.0,158.625,0.0,300.0,,6.24,,,,781.7999999999998,1042.2,78.75,20.075,78.075,101.35,81.3,80.55,3.125,2.5500000000000003,71.8,1779.3333333333333,299.5,280.28
2022,Tartu maakond,Suvila,51.0,87.275,0.0,,,93.01,,686.29,915.105,621.5066666666667,1042.2,78.75,20.075,78.075,101.35,81.3,80.55,3.125,2.5500000000000003,71.8,1779.3333333333333,299.5,280.28
2022,Tartu maakond,korter_10_29.99,302.0,22.9,16812748.0,2000.0,169000.0,71.43,6525.1,2501.6425,2481.6549999999997,962.1775,1042.2,78.75,20.075,78.075,101.35,81.3,80.55,3.125,2.5500000000000003,71.8,1779.3333333333333,299.5,280.28
2022,Tartu maakond,korter_30_40.99,527.0,36.025,40386825.0,500.0,177000.0,12.72,5195.17,2173.1099999999997,2100.4425,822.545,1042.2,78.75,20.075,78.075,101.35,81.3,80.55,3.125,2.5500000000000003,71.8,1779.3333333333333,299.5,280.28
2022,Tartu maakond,korter_41_54.99,1128.0,47.575,109443921.0,500.0,236000.0,9.88,4926.0,2093.7125,2042.8525,718.7574999999999,1042.2,78.75,20.075,78.075,101.35,81.3,80.55,3.125,2.5500000000000003,71.8,1779.3333333333333,299.5,280.28
2022,Tartu maakond,korter_55_69.99,772.0,62.75,92569463.0,3000.0,265000.0,45.94,4329.16,1930.655,1927.2825,641.4625,1042.2,78.75,20.075,78.075,101.35,81.3,80.55,3.125,2.5500000000000003,71.8,1779.3333333333333,299.5,280.28
2022,Tartu maakond,korter_70_249.99,823.0,90.75,141875546.0,50.0,426000.0,0.69,4771.84,1941.9650000000001,1920.8525,604.71,1042.2,78.75,20.075,78.075,101.35,81.3,80.55,3.125,2.5500000000000003,71.8,1779.3333333333333,299.5,280.28
2022,Valga maakond,Elamu,101.0,119.22500000000001,0.0,100.0,,1.48,,466.10249999999996,545.335,406.1575,849.9,10.225,5.425,62.575,16.525,11.1,67.7,,,13.7,1779.3333333333333,299.5,280.28
2022,Valga maakond,Muu,1.0,,0.0,,,,,,,,849.9,10.225,5.425,62.575,16.525,11.1,67.7,,,13.7,1779.3333333333333,299.5,280.28
2022,Valga maakond,Suvila,17.0,86.5,0.0,,,78.74,869.57,348.875,427.91,235.19,849.9,10.225,5.425,62.575,16.525,11.1,67.7,,,13.7,1779.3333333333333,299.5,280.28
2022,Valga maakond,korter_10_29.99,53.0,25.525,474584.0,500.0,39000.0,18.25,1340.21,345.16999999999996,368.4325,253.74,849.9,10.225,5.425,62.575,16.525,11.1,67.7,,,13.7,1779.3333333333333,299.5,280.28
2022,Valga maakond,korter_30_40.99,77.0,36.975,911644.0,100.0,40500.0,3.1,1043.81,296.925,318.9375,231.79000000000002,849.9,10.225,5.425,62.575,16.525,11.1,67.7,,,13.7,1779.3333333333333,299.5,280.28
2022,Valga maakond,korter_41_54.99,131.0,47.55,2145558.0,99.0,142000.0,1.92,3234.62,232.78,348.385,396.28,849.9,10.225,5.425,62.575,16.525,11.1,67.7,,,13.7,1779.3333333333333,299.5,280.28
2022,Valga maakond,korter_55_69.99,77.0,62.1,1678610.0,150.0,120000.0,2.58,1863.86,217.14,336.32,401.3175,849.9,10.225,5.425,62.575,16.525,11.1,67.7,,,13.7,1779.3333333333333,299.5,280.28
2022,Valga maakond,korter_70_249.99,37.0,77.35,976979.0,100.0,85000.0,1.37,1081.42,341.82,336.85,285.79,849.9,10.225,5.425,62.575,16.525,11.1,67.7,,,13.7,1779.3333333333333,299.5,280.28
2022,Viljandi maakond,Elamu,197.0,142.15,0.0,1.0,,0.01,,424.1375,517.085,432.0025,830.7,22.475,5.45,79.25,28.6,23.15,81.6,,,21.8,1779.3333333333333,299.5,280.28
2022,Viljandi maakond,Muu,1.0,,0.0,,,,,,,,830.7,22.475,5.45,79.25,28.6,23.15,81.6,,,21.8,1779.3333333333333,299.5,280.28
2022,Viljandi maakond,Suvila,18.0,81.43333333333334,0.0,,,143.98,779.71,670.8533333333334,666.6366666666667,266.98,830.7,22.475,5.45,79.25,28.6,23.15,81.6,,,21.8,1779.3333333333333,299.5,280.28
2022,Viljandi maakond,korter_10_29.99,60.0,23.525,1470328.0,1000.0,71077.0,34.48,3149.25,1010.1025,1066.12,682.585,830.7,22.475,5.45,79.25,28.6,23.15,81.6,,,21.8,1779.3333333333333,299.5,280.28
2022,Viljandi maakond,korter_30_40.99,104.0,36.2,3720546.0,500.0,112400.0,12.72,3591.05,758.22,995.2950000000001,851.9200000000001,830.7,22.475,5.45,79.25,28.6,23.15,81.6,,,21.8,1779.3333333333333,299.5,280.28
2022,Viljandi maakond,korter_41_54.99,178.0,47.1,6758449.0,100.0,167900.0,2.22,3318.18,574.1525,788.25,705.2574999999999,830.7,22.475,5.45,79.25,28.6,23.15,81.6,,,21.8,1779.3333333333333,299.5,280.28
2022,Viljandi maakond,korter_55_69.99,123.0,62.9,7327554.0,300.0,177500.0,5.17,2993.25,946.245,957.3599999999999,700.3225,830.7,22.475,5.45,79.25,28.6,23.15,81.6,,,21.8,1779.3333333333333,299.5,280.28
2022,Viljandi maakond,korter_70_249.99,87.0,84.625,7594491.0,500.0,315080.0,5.75,3203.58,970.7249999999999,1031.635,747.595,830.7,22.475,5.45,79.25,28.6,23.15,81.6,,,21.8,1779.3333333333333,299.5,280.28
2022,Võru maakond,Elamu,138.0,115.47500000000001,0.0,1.0,,0.06,,359.31,517.335,509.9475,919.9,15.425,5.65,71.95,21.625,16.0,74.45,,,17.8,1779.3333333333333,299.5,280.28
2022,Võru maakond,Suvila,14.0,38.85,0.0,,,101.69,,620.08,832.73,643.955,919.9,15.425,5.65,71.95,21.625,16.0,74.45,,,17.8,1779.3333333333333,299.5,280.28
2022,Võru maakond,korter_10_29.99,50.0,24.95,883476.0,100.0,55000.0,4.78,2131.78,720.8199999999999,681.3625,459.77500000000003,919.9,15.425,5.65,71.95,21.625,16.0,74.45,,,17.8,1779.3333333333333,299.5,280.28
2022,Võru maakond,korter_30_40.99,81.0,36.625,2146256.0,500.0,72000.0,12.66,2028.17,817.6025,730.1800000000001,460.375,919.9,15.425,5.65,71.95,21.625,16.0,74.45,,,17.8,1779.3333333333333,299.5,280.28
2022,Võru maakond,korter_41_54.99,153.0,47.525,4301954.0,5.0,117600.0,0.1,2181.82,495.8,583.4025,507.3925,919.9,15.425,5.65,71.95,21.625,16.0,74.45,,,17.8,1779.3333333333333,299.5,280.28
2022,Võru maakond,korter_55_69.99,91.0,61.5,3493948.0,500.0,105000.0,8.16,1633.66,560.3375,608.285,462.8925,919.9,15.425,5.65,71.95,21.625,16.0,74.45,,,17.8,1779.3333333333333,299.5,280.28
2022,Võru maakond,korter_70_249.99,53.0,84.975,2666750.0,2000.0,225000.0,25.61,1930.38,640.7025,623.05,422.96000000000004,919.9,15.425,5.65,71.95,21.625,16.0,74.45,,,17.8,1779.3333333333333,299.5,280.28
2023,Harju maakond,Elamu,617.0,172.75,0.0,,,45.45,,,,964.23,1213.0,330.725,64.925,79.475,417.775,352.875,84.8,6.275,22.125,298.1,1947.6666666666667,316.75,291.59
2023,Harju maakond,Muu,7.0,,0.0,,,,,,,,1213.0,330.725,64.925,79.475,417.775,352.875,84.8,6.275,22.125,298.1,1947.6666666666667,316.75,291.59
2023,Harju maakond,Suvila,270.0,59.925,0.0,1.0,,0.01,,,,,1213.0,330.725,64.925,79.475,417.775,352.875,84.8,6.275,22.125,298.1,1947.6666666666667,316.75,291.59
2023,Harju maakond,korter_10_29.99,815.0,21.525,50154071.0,1000.0,236550.0,37.45,15735.29,2808.7375,2885.3625,1274.435,1213.0,330.725,64.925,79.475,417.775,352.875,84.8,6.275,22.125,298.1,1947.6666666666667,316.75,291.59
2023,Harju maakond,korter_30_40.99,1905.0,35.375,189511852.0,400.0,406500.0,11.66,10531.09,2629.1575,2796.0275,1189.375,1213.0,330.725,64.925,79.475,417.775,352.875,84.8,6.275,22.125,298.1,1947.6666666666667,316.75,291.59
2023,Harju maakond,korter_41_54.99,3357.0,47.45,448216936.0,500.0,573900.0,9.42,10687.15,2651.5,2806.5525,1139.8325,1213.0,330.725,64.925,79.475,417.775,352.875,84.8,6.275,22.125,298.1,1947.6666666666667,316.75,291.59
2023,Harju maakond,korter_55_69.99,2395.0,62.85,414856298.0,1000.0,671000.0,15.85,10419.25,2627.9449999999997,2755.3725,1077.0175,1213.0,330.725,64.925,79.475,417.775,352.875,84.8,6.275,22.125,298.1,1947.6666666666667,316.75,291.59
2023,Harju maakond,korter_70_249.99,2535.0,96.275,768253184.0,7000.0,1834000.0,96.27,10656.73,2983.385,3150.7975,1150.7975000000001,1213.0,330.725,64.925,79.475,417.775,352.875,84.8,6.275,22.125,298.1,1947.6666666666667,316.75,291.59
2023,Hiiu maakond,Elamu,21.0,117.26666666666667,0.0,,,74.72,,602.4699999999999,708.4499999999999,560.03,1180.1,4.025,0.9750000000000001,80.65,5.05,4.05,81.5,,,4.3,1947.6666666666667,316.75,291.59
2023,Hiiu maakond,korter_10_29.99,5.0,,0.0,,,,,,,,1180.1,4.025,0.9750000000000001,80.65,5.05,4.05,81.5,,,4.3,1947.6666666666667,316.75,291.59
2023,Hiiu maakond,korter_30_40.99,10.0,,0.0,,,,,,,,1180.1,4.025,0.9750000000000001,80.65,5.05,4.05,81.5,,,4.3,1947.6666666666667,316.75,291.59
2023,Hiiu maakond,korter_41_54.99,9.0,,0.0,,,,,,,,1180.1,4.025,0.9750000000000001,80.65,5.05,4.05,81.5,,,4.3,1947.6666666666667,316.75,291.59
2023,Hiiu maakond,korter_55_69.99,20.0,61.23333333333333,729000.0,2000.0,93000.0,34.25,1394.3,564.2366666666667,655.7166666666667,331.19666666666666,1180.1,4.025,0.9750000000000001,80.65,5.05,4.05,81.5,,,4.3,1947.6666666666667,316.75,291.59
2023,Hiiu maakond,korter_70_249.99,9.0,,0.0,,,,,,,,1180.1,4.025,0.9750000000000001,80.65,5.05,4.05,81.5,,,4.3,1947.6666666666667,316.75,291.59
2023,Ida-Viru maakond,Elamu,155.0,105.625,0.0,100.0,,1.53,,465.7875,580.175,472.0325,863.1,52.775,23.875,64.575,82.75,58.9,72.075,10.4,6.125,69.9,1947.6666666666667,316.75,291.59
2023,Ida-Viru maakond,Muu,3.0,,0.0,,,,,,,,863.1,52.775,23.875,64.575,82.75,58.9,72.075,10.4,6.125,69.9,1947.6666666666667,316.75,291.59
2023,Ida-Viru maakond,Suvila,223.0,50.15,0.0,10.0,,0.2,869.57,310.2225,370.48,319.9675,863.1,52.775,23.875,64.575,82.75,58.9,72.075,10.4,6.125,69.9,1947.6666666666667,316.75,291.59
2023,Ida-Viru maakond,korter_10_29.99,298.0,26.825,2940836.0,100.0,33087.0,3.53,1217.71,344.965,368.0775,255.54,863.1,52.775,23.875,64.575,82.75,58.9,72.075,10.4,6.125,69.9,1947.6666666666667,316.75,291.59
2023,Ida-Viru maakond,korter_30_40.99,879.0,36.3,11040546.0,1.0,91000.0,0.03,3023.26,287.5475,344.355,282.945,863.1,52.775,23.875,64.575,82.75,58.9,72.075,10.4,6.125,69.9,1947.6666666666667,316.75,291.59
2023,Ida-Viru maakond,korter_41_54.99,911.0,47.925,15928990.0,1.0,122000.0,0.02,2675.44,300.7375,363.445,296.5,863.1,52.775,23.875,64.575,82.75,58.9,72.075,10.4,6.125,69.9,1947.6666666666667,316.75,291.59
2023,Ida-Viru maakond,korter_55_69.99,411.0,61.2,10675089.0,1.0,115000.0,0.02,1678.7,367.175,422.9,315.235,863.1,52.775,23.875,64.575,82.75,58.9,72.075,10.4,6.125,69.9,1947.6666666666667,316.75,291.59
2023,Ida-Viru maakond,korter_70_249.99,142.0,83.55,7178607.0,100.0,318440.0,1.28,1966.29,522.24,563.605,379.52,863.1,52.775,23.875,64.575,82.75,58.9,72.075,10.4,6.125,69.9,1947.6666666666667,316.75,291.59
2023,Järva maakond,Elamu,117.0,148.225,0.0,600.0,,7.5,,400.6675,522.3774999999999,522.105,1054.1,13.8,3.525,77.15,18.025,14.5,81.075,,,14.0,1947.6666666666667,316.75,291.59
2023,Järva maakond,Muu,1.0,,0.0,,,,,,,,1054.1,13.8,3.525,77.15,18.025,14.5,81.075,,,14.0,1947.6666666666667,316.75,291.59
2023,Järva maakond,Suvila,17.0,38.1,0.0,,,112.36,,819.0350000000001,784.74,397.19,1054.1,13.8,3.525,77.15,18.025,14.5,81.075,,,14.0,1947.6666666666667,316.75,291.59
2023,Järva maakond,korter_10_29.99,18.0,25.9,156880.0,1000.0,38900.0,40.16,1399.28,896.17,744.03,476.76,1054.1,13.8,3.525,77.15,18.025,14.5,81.075,,,14.0,1947.6666666666667,316.75,291.59
2023,Järva maakond,korter_30_40.99,78.0,37.775,1903350.0,300.0,73500.0,7.58,2181.01,658.825,646.4649999999999,396.9125,1054.1,13.8,3.525,77.15,18.025,14.5,81.075,,,14.0,1947.6666666666667,316.75,291.59
2023,Järva maakond,korter_41_54.99,122.0,47.95,2840301.0,58.0,92500.0,1.12,1697.25,492.86749999999995,482.82,344.1975,1054.1,13.8,3.525,77.15,18.025,14.5,81.075,,,14.0,1947.6666666666667,316.75,291.59
2023,Järva maakond,korter_55_69.99,91.0,63.475,2472900.0,700.0,75080.0,11.49,1285.62,398.2025,441.34749999999997,318.5825,1054.1,13.8,3.525,77.15,18.025,14.5,81.075,,,14.0,1947.6666666666667,316.75,291.59
2023,Järva maakond,korter_70_249.99,50.0,77.6,487100.0,3700.0,90000.0,47.56,1271.19,512.95,489.81,348.65,1054.1,13.8,3.525,77.15,18.025,14.5,81.075,,,14.0,1947.6666666666667,316.75,291.59
2023,Jõgeva maakond,Elamu,121.0,137.4,0.0,10.0,,0.1,,323.77750000000003,406.0125,360.4425,935.3,11.35,4.125,68.35,16.775,12.65,76.175,10.275,1.325,12.9,1947.6666666666667,316.75,291.59
2023,Jõgeva maakond,Suvila,3.0,,0.0,,,,,,,,935.3,11.35,4.125,68.35,16.775,12.65,76.175,10.275,1.325,12.9,1947.6666666666667,316.75,291.59
2023,Jõgeva maakond,korter_10_29.99,13.0,26.0,46000.0,5000.0,17000.0,215.05,664.06,245.1,351.45,190.66,935.3,11.35,4.125,68.35,16.775,12.65,76.175,10.275,1.325,12.9,1947.6666666666667,316.75,291.59
2023,Jõgeva maakond,korter_30_40.99,43.0,37.06666666666667,440190.0,100.0,34000.0,2.49,971.43,299.6333333333333,329.99,252.24333333333334,935.3,11.35,4.125,68.35,16.775,12.65,76.175,10.275,1.325,12.9,1947.6666666666667,316.75,291.59
2023,Jõgeva maakond,korter_41_54.99,110.0,47.375,2190849.0,1.0,57500.0,0.02,1131.89,379.675,427.03999999999996,242.655,935.3,11.35,4.125,68.35,16.775,12.65,76.175,10.275,1.325,12.9,1947.6666666666667,316.75,291.59
2023,Jõgeva maakond,korter_55_69.99,77.0,63.65,1936951.0,1.0,64300.0,0.02,1014.49,350.8275,387.66499999999996,243.03,935.3,11.35,4.125,68.35,16.775,12.65,76.175,10.275,1.325,12.9,1947.6666666666667,316.75,291.59
2023,Jõgeva maakond,korter_70_249.99,37.0,80.4,734751.0,1.0,60000.0,0.01,849.86,361.29,400.525,250.16500000000002,935.3,11.35,4.125,68.35,16.775,12.65,76.175,10.275,1.325,12.9,1947.6666666666667,316.75,291.59
2023,Lääne maakond,Elamu,49.0,142.8,0.0,,,8.68,,604.9033333333333,748.935,610.835,961.3,10.125,1.725,79.05,12.85,11.15,87.05,,,10.2,1947.6666666666667,316.75,291.59
2023,Lääne maakond,Suvila,15.0,63.6,0.0,,,91.19,,,,,961.3,10.125,1.725,79.05,12.85,11.15,87.05,,,10.2,1947.6666666666667,316.75,291.59
2023,Lääne maakond,korter_10_29.99,18.0,24.266666666666666,562057.0,5000.0,93777.0,200.8,3222.58,1573.5466666666669,1418.7333333333333,882.4433333333333,961.3,10.125,1.725,79.05,12.85,11.15,87.05,,,10.2,1947.6666666666667,316.75,291.59
2023,Lääne maakond,korter_30_40.99,51.0,36.3,2038150.0,3600.0,126500.0,91.14,3833.33,982.63,1102.4725,656.1800000000001,961.3,10.125,1.725,79.05,12.85,11.15,87.05,,,10.2,1947.6666666666667,316.75,291.59
2023,Lääne maakond,korter_41_54.99,100.0,47.9,5400847.0,250.0,230100.0,5.27,4206.58,996.8175,1123.895,929.94,961.3,10.125,1.725,79.05,12.85,11.15,87.05,,,10.2,1947.6666666666667,316.75,291.59
2023,Lääne maakond,korter_55_69.99,67.0,62.125,4275060.0,1000.0,267500.0,16.45,4406.92,611.88,1052.7350000000001,1157.66,961.3,10.125,1.725,79.05,12.85,11.15,87.05,,,10.2,1947.6666666666667,316.75,291.59
2023,Lääne maakond,korter_70_249.99,37.0,82.39999999999999,2575300.0,500.0,440000.0,6.02,4083.76,959.5500000000001,1169.2033333333334,1055.59,961.3,10.125,1.725,79.05,12.85,11.15,87.05,,,10.2,1947.6666666666667,316.75,291.59
2023,Lääne-Viru maakond,Elamu,184.0,132.85,0.0,100.0,,0.55,,498.05,695.83,579.2033333333334,943.5,26.6,7.675,73.55000000000001,36.425,28.8,79.45,7.475,2.125,27.8,1947.6666666666667,316.75,291.59
2023,Lääne-Viru maakond,Muu,1.0,,0.0,,,,,,,,943.5,26.6,7.675,73.55000000000001,36.425,28.8,79.45,7.475,2.125,27.8,1947.6666666666667,316.75,291.59
2023,Lääne-Viru maakond,Suvila,20.0,34.4,0.0,,,63.58,,623.9033333333333,707.98,559.9233333333333,943.5,26.6,7.675,73.55000000000001,36.425,28.8,79.45,7.475,2.125,27.8,1947.6666666666667,316.75,291.59
2023,Lääne-Viru maakond,korter_10_29.99,74.0,25.4,1070100.0,190.0,70000.0,6.35,2661.6,497.835,610.94,505.80249999999995,943.5,26.6,7.675,73.55000000000001,36.425,28.8,79.45,7.475,2.125,27.8,1947.6666666666667,316.75,291.59
2023,Lääne-Viru maakond,korter_30_40.99,210.0,35.85,3497469.0,190.0,80000.0,5.13,2298.85,267.46,459.84999999999997,457.03499999999997,943.5,26.6,7.675,73.55000000000001,36.425,28.8,79.45,7.475,2.125,27.8,1947.6666666666667,316.75,291.59
2023,Lääne-Viru maakond,korter_41_54.99,304.0,47.025000000000006,7109182.0,190.0,139000.0,4.02,2802.42,317.44,492.8275,492.1625,943.5,26.6,7.675,73.55000000000001,36.425,28.8,79.45,7.475,2.125,27.8,1947.6666666666667,316.75,291.59
2023,Lääne-Viru maakond,korter_55_69.99,175.0,62.675,6492115.0,190.0,175000.0,3.04,2503.58,501.3175,598.1825,502.02,943.5,26.6,7.675,73.55000000000001,36.425,28.8,79.45,7.475,2.125,27.8,1947.6666666666667,316.75,291.59
2023,Lääne-Viru maakond,korter_70_249.99,76.0,81.675,4089065.0,1000.0,195000.0,12.77,2032.74,578.15,646.05,487.23,943.5,26.6,7.675,73.55000000000001,36.425,28.8,79.45,7.475,2.125,27.8,1947.6666666666667,316.75,291.59
2023,Pärnu maakond,Elamu,228.0,141.1,0.0,345.0,,3.37,,,,705.3675,1013.8,39.7,9.7,76.975,51.825,42.125,81.7,5.775,2.45,41.2,1947.6666666666667,316.75,291.59
2023,Pärnu maakond,Muu,1.0,,0.0,,,,,,,,1013.8,39.7,9.7,76.975,51.825,42.125,81.7,5.775,2.45,41.2,1947.6666666666667,316.75,291.59
2023,Pärnu maakond,Suvila,29.0,42.833333333333336,0.0,,,89.61,,516.39,832.5,809.5250000000001,1013.8,39.7,9.7,76.975,51.825,42.125,81.7,5.775,2.45,41.2,1947.6666666666667,316.75,291.59
2023,Pärnu maakond,korter_10_29.99,114.0,23.575,3992199.0,300.0,94900.0,15.0,5298.51,1437.8825000000002,1471.3925,924.7850000000001,1013.8,39.7,9.7,76.975,51.825,42.125,81.7,5.775,2.45,41.2,1947.6666666666667,316.75,291.59
2023,Pärnu maakond,korter_30_40.99,228.0,36.75,13511350.0,1000.0,186500.0,30.86,4905.15,1595.32,1603.8575,1043.755,1013.8,39.7,9.7,76.975,51.825,42.125,81.7,5.775,2.45,41.2,1947.6666666666667,316.75,291.59
2023,Pärnu maakond,korter_41_54.99,431.0,47.625,36598165.0,500.0,243500.0,9.69,5251.64,1715.065,1748.54,1112.3400000000001,1013.8,39.7,9.7,76.975,51.825,42.125,81.7,5.775,2.45,41.2,1947.6666666666667,316.75,291.59
2023,Pärnu maakond,korter_55_69.99,275.0,62.675,28901051.0,500.0,289000.0,7.91,4582.65,1628.385,1669.7475,1151.5225,1013.8,39.7,9.7,76.975,51.825,42.125,81.7,5.775,2.45,41.2,1947.6666666666667,316.75,291.59
2023,Pärnu maakond,korter_70_249.99,165.0,88.825,23317842.0,400.0,716000.0,5.31,7500.52,1405.5325,1579.9075,1167.1825,1013.8,39.7,9.7,76.975,51.825,42.125,81.7,5.775,2.45,41.2,1947.6666666666667,316.75,291.59
2023,Põlva maakond,Elamu,64.0,111.375,0.0,,,21.24,982.4,410.5175,470.2075,337.845,939.9,10.225,3.5,71.225,14.525,11.025,76.7,,,11.6,1947.6666666666667,316.75,291.59
2023,Põlva maakond,Muu,1.0,,0.0,,,,,,,,939.9,10.225,3.5,71.225,14.525,11.025,76.7,,,11.6,1947.6666666666667,316.75,291.59
2023,Põlva maakond,Suvila,3.0,,0.0,,,,,,,,939.9,10.225,3.5,71.225,14.525,11.025,76.7,,,11.6,1947.6666666666667,316.75,291.59
2023,Põlva maakond,korter_10_29.99,10.0,,0.0,,,,,,,,939.9,10.225,3.5,71.225,14.525,11.025,76.7,,,11.6,1947.6666666666667,316.75,291.59
2023,Põlva maakond,korter_30_40.99,28.0,36.5,541691.0,191.0,45000.0,4.7,1351.35,648.1233333333333,599.71,406.46000000000004,939.9,10.225,3.5,71.225,14.525,11.025,76.7,,,11.6,1947.6666666666667,316.75,291.59
2023,Põlva maakond,korter_41_54.99,71.0,48.224999999999994,1738850.0,1500.0,57000.0,33.78,1168.03,463.75,503.465,351.6325,939.9,10.225,3.5,71.225,14.525,11.025,76.7,,,11.6,1947.6666666666667,316.75,291.59
2023,Põlva maakond,korter_55_69.99,52.0,61.925,1658990.0,200.0,71000.0,3.47,1102.48,482.17749999999995,511.71000000000004,371.15,939.9,10.225,3.5,71.225,14.525,11.025,76.7,,,11.6,1947.6666666666667,316.75,291.59
2023,Põlva maakond,korter_70_249.99,15.0,,0.0,,,,,,,,939.9,10.225,3.5,71.225,14.525,11.025,76.7,,,11.6,1947.6666666666667,316.75,291.59
2023,Rapla maakond,Elamu,90.0,203.775,0.0,620.0,,2.04,,611.205,786.7475,663.6625,1079.0,14.7,4.825,69.8,21.15,16.325,77.5,10.0,1.625,15.0,1947.6666666666667,316.75,291.59
2023,Rapla maakond,Muu,1.0,,0.0,,,,,,,,1079.0,14.7,4.825,69.8,21.15,16.325,77.5,10.0,1.625,15.0,1947.6666666666667,316.75,291.59
2023,Rapla maakond,Suvila,48.0,57.0,0.0,,,115.32,,980.16,,735.6575,1079.0,14.7,4.825,69.8,21.15,16.325,77.5,10.0,1.625,15.0,1947.6666666666667,316.75,291.59
2023,Rapla maakond,korter_10_29.99,17.0,22.3,48630.0,1300.0,32000.0,70.65,1163.64,128.42,315.44,422.95,1079.0,14.7,4.825,69.8,21.15,16.325,77.5,10.0,1.625,15.0,1947.6666666666667,316.75,291.59
2023,Rapla maakond,korter_30_40.99,59.0,35.95,1686590.0,600.0,77000.0,18.02,2277.81,701.965,816.7875,600.3299999999999,1079.0,14.7,4.825,69.8,21.15,16.325,77.5,10.0,1.625,15.0,1947.6666666666667,316.75,291.59
2023,Rapla maakond,korter_41_54.99,106.0,47.5,3321880.0,800.0,110000.0,17.78,2083.33,544.66,641.7975,478.34250000000003,1079.0,14.7,4.825,69.8,21.15,16.325,77.5,10.0,1.625,15.0,1947.6666666666667,316.75,291.59
2023,Rapla maakond,korter_55_69.99,77.0,63.575,5207500.0,8000.0,188000.0,117.99,2740.52,971.675,1047.6825,593.4775,1079.0,14.7,4.825,69.8,21.15,16.325,77.5,10.0,1.625,15.0,1947.6666666666667,316.75,291.59
2023,Rapla maakond,korter_70_249.99,28.0,85.7,772000.0,10000.0,190000.0,130.89,2110.68,1016.52,1096.27,740.98,1079.0,14.7,4.825,69.8,21.15,16.325,77.5,10.0,1.625,15.0,1947.6666666666667,316.75,291.59
2023,Saare maakond,Elamu,66.0,131.75,0.0,,,91.7,,512.82,801.005,757.695,922.3,15.45,4.0,76.525,20.3,16.275,80.675,,,14.1,1947.6666666666667,316.75,291.59
