Aasta,Maakond,Hoone_liik,Korteriomanditeginute_Arv,Keskmine_m2,Kokku_tehinguhind,Minimaalne_tehingusumma,Maksimaalne_tehingsumma,Minimaalne_pinnaühikuhind,Maksimaalne_pinnaühikuhind,Mediaan_pinnaühikuhind,Keskmine_pinnaühikuhind,Standardhälve_pinnaühikuhind,netosissetulek,hoivatute_arv,mitteaktiivsed,toohive_maar,toojoud_ja_mitteaktiivsed,toojoud_arv,toojous_osalemine,tootuse_maar,tootute_arv,leibkondade_arv,avg_salary,housing_index,THI
2021,Põlva maakond,korter_55_69.99,67.0,62.8,1722373.0,773.0,76000.0,13.28,1210.19,394.90999999999997,408.52750000000003,250.04000000000002,883.3,9.424999999999999,4.6,65.575,14.575,9.975,69.45,,,11.0,1608.3333333333333,256.31,238.35
2021,Põlva maakond,korter_70_249.99,50.0,89.39999999999999,1360632.0,1000.0,151031.0,14.22,1948.79,262.74666666666667,318.6366666666667,304.58666666666664,883.3,9.424999999999999,4.6,65.575,14.575,9.975,69.45,,,11.0,1608.3333333333333,256.31,238.35
2021,Rapla maakond,Elamu,190.0,151.325,0.0,,,3.91,,599.0825,706.4225,564.8975,908.0,14.1,4.925,72.275,19.7,14.8,75.875,,,15.4,1608.3333333333333,256.31,238.35
2021,Rapla maakond,Suvila,71.0,61.75,0.0,,,24.75,,900.5133333333333,896.3599999999999,501.885,908.0,14.1,4.925,72.275,19.7,14.8,75.875,,,15.4,1608.3333333333333,256.31,238.35
2021,Rapla maakond,korter_10_29.99,18.0,24.96666666666667,221800.0,800.0,51000.0,50.96,1717.17,304.19666666666666,456.9533333333333,423.8066666666667,908.0,14.1,4.925,72.275,19.7,14.8,75.875,,,15.4,1608.3333333333333,256.31,238.35
2021,Rapla maakond,korter_30_40.99,71.0,36.1,1458877.0,1200.0,66000.0,31.41,1654.14,496.8725,571.685,375.1875,908.0,14.1,4.925,72.275,19.7,14.8,75.875,,,15.4,1608.3333333333333,256.31,238.35
2021,Rapla maakond,korter_41_54.99,149.0,46.8,3780329.0,100.0,72000.0,2.3,1440.0,478.1975,545.595,395.6575,908.0,14.1,4.925,72.275,19.7,14.8,75.875,,,15.4,1608.3333333333333,256.31,238.35
2021,Rapla maakond,korter_55_69.99,89.0,63.775,3591950.0,2000.0,85000.0,29.28,1404.4,707.79,647.87,396.105,908.0,14.1,4.925,72.275,19.7,14.8,75.875,,,15.4,1608.3333333333333,256.31,238.35
2021,Rapla maakond,korter_70_249.99,52.0,83.55,2530939.0,1700.0,158760.0,23.45,1361.41,382.2175,496.105,390.255,908.0,14.1,4.925,72.275,19.7,14.8,75.875,,,15.4,1608.3333333333333,256.31,238.35
2021,Saare maakond,Elamu,134.0,120.75,0.0,,,43.13,,798.085,774.8533333333334,570.6025,850.6,14.65,4.8,72.1,20.475,15.7,77.125,,,14.1,1608.3333333333333,256.31,238.35
2021,Saare maakond,Muu,1.0,,0.0,,,,,,,,850.6,14.65,4.8,72.1,20.475,15.7,77.125,,,14.1,1608.3333333333333,256.31,238.35
2021,Saare maakond,Suvila,22.0,68.76666666666667,0.0,,,320.86,,,,617.9266666666666,850.6,14.65,4.8,72.1,20.475,15.7,77.125,,,14.1,1608.3333333333333,256.31,238.35
2021,Saare maakond,korter_10_29.99,19.0,25.9,404118.0,400.0,90000.0,19.23,3146.85,833.9000000000001,1162.0900000000001,1008.55,850.6,14.65,4.8,72.1,20.475,15.7,77.125,,,14.1,1608.3333333333333,256.31,238.35
2021,Saare maakond,korter_30_40.99,41.0,36.43333333333333,1107650.0,100.0,65000.0,2.59,1934.52,1134.75,976.6999999999999,618.34,850.6,14.65,4.8,72.1,20.475,15.7,77.125,,,14.1,1608.3333333333333,256.31,238.35
2021,Saare maakond,korter_41_54.99,77.0,47.425,3383300.0,100.0,91000.0,2.33,1940.3,928.82,916.53,506.52,850.6,14.65,4.8,72.1,20.475,15.7,77.125,,,14.1,1608.3333333333333,256.31,238.35
2021,Saare maakond,korter_55_69.99,68.0,63.7,4465100.0,1800.0,175000.0,30.77,2761.44,974.605,1031.4975,495.805,850.6,14.65,4.8,72.1,20.475,15.7,77.125,,,14.1,1608.3333333333333,256.31,238.35
2021,Saare maakond,korter_70_249.99,52.0,95.73333333333333,3472470.0,2600.0,195000.0,33.81,1930.07,920.7666666666668,911.98,421.6166666666666,850.6,14.65,4.8,72.1,20.475,15.7,77.125,,,14.1,1608.3333333333333,256.31,238.35
2021,Tartu maakond,Elamu,475.0,160.2,0.0,,,12.12,,960.8233333333334,969.265,646.585,1013.1,73.4,21.225,74.725,98.675,77.475,78.85,5.225,4.075,69.6,1608.3333333333333,256.31,238.35
2021,Tartu maakond,Muu,1.0,,0.0,,,,,,,,1013.1,73.4,21.225,74.725,98.675,77.475,78.85,5.225,4.075,69.6,1608.3333333333333,256.31,238.35
2021,Tartu maakond,Suvila,53.0,70.4,0.0,,,18.1,,758.0166666666668,828.4649999999999,579.83,1013.1,73.4,21.225,74.725,98.675,77.475,78.85,5.225,4.075,69.6,1608.3333333333333,256.31,238.35
2021,Tartu maakond,korter_10_29.99,326.0,22.2,15470003.0,10.0,121200.0,0.47,5346.73,2089.7174999999997,2142.0775000000003,1010.28,1013.1,73.4,21.225,74.725,98.675,77.475,78.85,5.225,4.075,69.6,1608.3333333333333,256.31,238.35
2021,Tartu maakond,korter_30_40.99,551.0,35.6,37742934.0,1500.0,141900.0,37.88,4501.32,1869.0575,1950.1725,889.8275,1013.1,73.4,21.225,74.725,98.675,77.475,78.85,5.225,4.075,69.6,1608.3333333333333,256.31,238.35
2021,Tartu maakond,korter_41_54.99,1109.0,47.65,84310525.0,500.0,189000.0,9.69,3977.27,1650.71,1589.6025,617.4175,1013.1,73.4,21.225,74.725,98.675,77.475,78.85,5.225,4.075,69.6,1608.3333333333333,256.31,238.35
2021,Tartu maakond,korter_55_69.99,866.0,62.75,82919841.0,5000.0,230000.0,74.29,3463.86,1530.74,1525.9425,548.915,1013.1,73.4,21.225,74.725,98.675,77.475,78.85,5.225,4.075,69.6,1608.3333333333333,256.31,238.35
2021,Tartu maakond,korter_70_249.99,875.0,90.525,129580105.0,500.0,450000.0,6.85,3544.62,1650.395,1640.95,531.5025,1013.1,73.4,21.225,74.725,98.675,77.475,78.85,5.225,4.075,69.6,1608.3333333333333,256.31,238.35
2021,Valga maakond,Elamu,151.0,125.325,0.0,100.0,,1.2,942.25,258.5,314.325,258.125,869.0,11.774999999999999,5.55,64.325,18.4,12.85,70.275,8.55,1.125,13.5,1608.3333333333333,256.31,238.35
2021,Valga maakond,Suvila,20.0,55.65,0.0,500.0,,10.46,,298.72,554.71,778.415,869.0,11.774999999999999,5.55,64.325,18.4,12.85,70.275,8.55,1.125,13.5,1608.3333333333333,256.31,238.35
2021,Valga maakond,korter_10_29.99,57.0,25.900000000000002,609632.0,300.0,49557.0,11.41,3489.86,207.845,414.0925,434.7025,869.0,11.774999999999999,5.55,64.325,18.4,12.85,70.275,8.55,1.125,13.5,1608.3333333333333,256.31,238.35
2021,Valga maakond,korter_30_40.99,119.0,37.125,1342760.0,500.0,49556.0,13.97,1593.41,261.40250000000003,304.9875,260.4875,869.0,11.774999999999999,5.55,64.325,18.4,12.85,70.275,8.55,1.125,13.5,1608.3333333333333,256.31,238.35
2021,Valga maakond,korter_41_54.99,151.0,47.225,1839514.0,10.0,59000.0,0.22,1212.0,213.67000000000002,256.94,232.83,869.0,11.774999999999999,5.55,64.325,18.4,12.85,70.275,8.55,1.125,13.5,1608.3333333333333,256.31,238.35
2021,Valga maakond,korter_55_69.99,64.0,62.6,1325300.0,250.0,89900.0,3.82,1457.05,323.505,320.035,222.8675,869.0,11.774999999999999,5.55,64.325,18.4,12.85,70.275,8.55,1.125,13.5,1608.3333333333333,256.31,238.35
2021,Valga maakond,korter_70_249.99,48.0,82.025,1204510.0,10.0,87300.0,0.13,1139.69,264.335,327.4675,263.995,869.0,11.774999999999999,5.55,64.325,18.4,12.85,70.275,8.55,1.125,13.5,1608.3333333333333,256.31,238.35
2021,Viljandi maakond,Elamu,203.0,139.2,0.0,100.0,,0.46,,275.1425,440.085,442.87,871.6,19.875,7.65,70.375,28.450000000000003,20.75,73.55,,,21.3,1608.3333333333333,256.31,238.35
2021,Viljandi maakond,Suvila,26.0,52.36666666666667,0.0,,,100.34,,470.7633333333333,703.56,349.74,871.6,19.875,7.65,70.375,28.450000000000003,20.75,73.55,,,21.3,1608.3333333333333,256.31,238.35
2021,Viljandi maakond,korter_10_29.99,56.0,22.825,1031987.0,350.0,46500.0,32.2,1604.94,810.205,796.7275,456.7925,871.6,19.875,7.65,70.375,28.450000000000003,20.75,73.55,,,21.3,1608.3333333333333,256.31,238.35
2021,Viljandi maakond,korter_30_40.99,114.0,36.575,2870612.0,1000.0,99600.0,25.91,2743.8,505.28000000000003,657.7325,531.88,871.6,19.875,7.65,70.375,28.450000000000003,20.75,73.55,,,21.3,1608.3333333333333,256.31,238.35
2021,Viljandi maakond,korter_41_54.99,227.0,47.375,5942624.0,100.0,145400.0,2.19,2733.08,354.64750000000004,553.48,509.475,871.6,19.875,7.65,70.375,28.450000000000003,20.75,73.55,,,21.3,1608.3333333333333,256.31,238.35
2021,Viljandi maakond,korter_55_69.99,158.0,62.3,7460412.0,1000.0,145000.0,15.92,2457.19,747.135,747.1525,534.315,871.6,19.875,7.65,70.375,28.450000000000003,20.75,73.55,,,21.3,1608.3333333333333,256.31,238.35
2021,Viljandi maakond,korter_70_249.99,90.0,84.075,4739454.0,1000.0,150000.0,12.9,1600.44,571.3075,623.5450000000001,416.8925,871.6,19.875,7.65,70.375,28.450000000000003,20.75,73.55,,,21.3,1608.3333333333333,256.31,238.35
2021,Võru maakond,Elamu,142.0,103.225,0.0,500.0,,7.06,,388.655,478.91749999999996,399.64250000000004,830.4,15.225000000000001,5.975,68.9,22.275,16.3,73.7,6.475,1.05,18.7,1608.3333333333333,256.31,238.35
2021,Võru maakond,Suvila,29.0,29.9,0.0,,,87.21,923.91,539.865,563.8175,290.84000000000003,830.4,15.225000000000001,5.975,68.9,22.275,16.3,73.7,6.475,1.05,18.7,1608.3333333333333,256.31,238.35
2021,Võru maakond,korter_10_29.99,49.0,26.075,738400.0,100.0,36000.0,7.41,1258.74,581.3225,552.2375,383.54499999999996,830.4,15.225000000000001,5.975,68.9,22.275,16.3,73.7,6.475,1.05,18.7,1608.3333333333333,256.31,238.35
2021,Võru maakond,korter_30_40.99,96.0,36.85,2191227.0,50.0,48500.0,1.26,1250.0,678.0925,612.14,345.1375,830.4,15.225000000000001,5.975,68.9,22.275,16.3,73.7,6.475,1.05,18.7,1608.3333333333333,256.31,238.35
2021,Võru maakond,korter_41_54.99,172.0,47.2,3945661.0,1.0,99000.0,0.02,2037.04,451.075,480.83,405.8125,830.4,15.225000000000001,5.975,68.9,22.275,16.3,73.7,6.475,1.05,18.7,1608.3333333333333,256.31,238.35
2021,Võru maakond,korter_55_69.99,91.0,61.575,3125996.0,600.0,119000.0,10.0,1714.7,523.255,537.63,381.9875,830.4,15.225000000000001,5.975,68.9,22.275,16.3,73.7,6.475,1.05,18.7,1608.3333333333333,256.31,238.35
2021,Võru maakond,korter_70_249.99,71.0,80.625,3301730.0,350.0,258000.0,4.82,1744.42,565.065,565.755,418.605,830.4,15.225000000000001,5.975,68.9,22.275,16.3,73.7,6.475,1.05,18.7,1608.3333333333333,256.31,238.35
2022,Harju maakond,Elamu,686.0,178.075,0.0,,,14.12,,,,899.93,1141.0,323.35,61.375,80.15,404.975,343.6,85.175,5.8999999999999995,20.275,288.6,1779.3333333333333,299.5,280.28
2022,Harju maakond,Muu,6.0,,0.0,,,,,,,,1141.0,323.35,61.375,80.15,404.975,343.6,85.175,5.8999999999999995,20.275,288.6,1779.3333333333333,299.5,280.28
2022,Harju maakond,Suvila,349.0,60.075,0.0,,,96.98,,,,,1141.0,323.35,61.375,80.15,404.975,343.6,85.175,5.8999999999999995,20.275,288.6,1779.3333333333333,299.5,280.28
2022,Harju maakond,korter_10_29.99,987.0,21.975,60148932.0,2000.0,189600.0,76.34,8250.0,2795.1800000000003,2791.635,1137.7225,1141.0,323.35,61.375,80.15,404.975,343.6,85.175,5.8999999999999995,20.275,288.6,1779.3333333333333,299.5,280.28
2022,Harju maakond,korter_30_40.99,2158.0,35.125,198153502.0,250.0,290000.0,7.53,7837.84,2553.6925,2615.7799999999997,944.3675,1141.0,323.35,61.375,80.15,404.975,343.6,85.175,5.8999999999999995,20.275,288.6,1779.3333333333333,299.5,280.28
2022,Harju maakond,korter_41_54.99,3793.0,47.349999999999994,481766812.0,100.0,331150.0,1.94,6884.06,2601.9525000000003,2682.6425,978.9825000000001,1141.0,323.35,61.375,80.15,404.975,343.6,85.175,5.8999999999999995,20.275,288.6,1779.3333333333333,299.5,280.28
2022,Harju maakond,korter_55_69.99,2933.0,62.75,476495887.0,5000.0,554190.0,80.39,8565.53,2488.065,2598.6549999999997,917.26,1141.0,323.35,61.375,80.15,404.975,343.6,85.175,5.8999999999999995,20.275,288.6,1779.3333333333333,299.5,280.28
2022,Harju maakond,korter_70_249.99,2951.0,95.9,790678082.0,9000.0,1600000.0,76.53,9759.19,2667.2125,2792.1525,961.45,1141.0,323.35,61.375,80.15,404.975,343.6,85.175,5.8999999999999995,20.275,288.6,1779.3333333333333,299.5,280.28
2022,Hiiu maakond,Elamu,17.0,138.39999999999998,0.0,,,172.04,954.06,476.01,643.0699999999999,455.365,1027.1,4.05,0.925,81.5,5.0,4.075,82.6,,,4.4,1779.3333333333333,299.5,280.28
2022,Hiiu maakond,Muu,1.0,,0.0,,,,,,,,1027.1,4.05,0.925,81.5,5.0,4.075,82.6,,,4.4,1779.3333333333333,299.5,280.28
2022,Hiiu maakond,Suvila,3.0,,0.0,,,,,,,,1027.1,4.05,0.925,81.5,5.0,4.075,82.6,,,4.4,1779.3333333333333,299.5,280.28
2022,Hiiu maakond,korter_10_29.99,2.0,,0.0,,,,,,,,1027.1,4.05,0.925,81.5,5.0,4.075,82.6,,,4.4,1779.3333333333333,299.5,280.28
2022,Hiiu maakond,korter_30_40.99,9.0,,0.0,,,,,,,,1027.1,4.05,0.925,81.5,5.0,4.075,82.6,,,4.4,1779.3333333333333,299.5,280.28
2022,Hiiu maakond,korter_41_54.99,14.0,46.1,285850.0,6950.0,65000.0,161.25,1525.82,928.07,895.76,514.74,1027.1,4.05,0.925,81.5,5.0,4.075,82.6,,,4.4,1779.3333333333333,299.5,280.28
2022,Hiiu maakond,korter_55_69.99,11.0,58.7,206000.0,17000.0,62000.0,286.2,1087.72,827.81,699.0,356.19,1027.1,4.05,0.925,81.5,5.0,4.075,82.6,,,4.4,1779.3333333333333,299.5,280.28
2022,Hiiu maakond,korter_70_249.99,7.0,,0.0,,,,,,,,1027.1,4.05,0.925,81.5,5.0,4.075,82.6,,,4.4,1779.3333333333333,299.5,280.28
2022,Ida-Viru maakond,Elamu,163.0,132.3,0.0,,,5.35,,406.9375,553.7925,373.60999999999996,838.4,51.1,23.75,63.625,81.325,57.575,71.65,11.2,6.425,71.5,1779.3333333333333,299.5,280.28
2022,Ida-Viru maakond,Muu,2.0,,0.0,,,,,,,,838.4,51.1,23.75,63.625,81.325,57.575,71.65,11.2,6.425,71.5,1779.3333333333333,299.5,280.28
2022,Ida-Viru maakond,Suvila,230.0,45.025,0.0,200.0,,6.67,,279.45,369.53,310.91499999999996,838.4,51.1,23.75,63.625,81.325,57.575,71.65,11.2,6.425,71.5,1779.3333333333333,299.5,280.28
2022,Ida-Viru maakond,korter_10_29.99,337.0,26.6,3137390.0,1.0,39900.0,0.04,1456.2,332.505,354.575,228.3875,838.4,51.1,23.75,63.625,81.325,57.575,71.65,11.2,6.425,71.5,1779.3333333333333,299.5,280.28
2022,Ida-Viru maakond,korter_30_40.99,1038.0,36.35,12148397.0,1.0,57000.0,0.03,1451.52,266.1275,319.0025,254.75,838.4,51.1,23.75,63.625,81.325,57.575,71.65,11.2,6.425,71.5,1779.3333333333333,299.5,280.28
2022,Ida-Viru maakond,korter_41_54.99,945.0,47.9,15107186.0,1.0,86000.0,0.02,1747.97,270.595,332.5325,263.48,838.4,51.1,23.75,63.625,81.325,57.575,71.65,11.2,6.425,71.5,1779.3333333333333,299.5,280.28
2022,Ida-Viru maakond,korter_55_69.99,454.0,61.275,11679293.0,1.0,135000.0,0.02,2002.97,364.945,418.5325,308.585,838.4,51.1,23.75,63.625,81.325,57.575,71.65,11.2,6.425,71.5,1779.3333333333333,299.5,280.28
2022,Ida-Viru maakond,korter_70_249.99,162.0,84.625,6923957.0,1.0,196000.0,0.01,1633.99,413.9975,486.255,370.9275,838.4,51.1,23.75,63.625,81.325,57.575,71.65,11.2,6.425,71.5,1779.3333333333333,299.5,280.28
2022,Järva maakond,Elamu,142.0,148.1,0.0,400.0,,0.7,,330.2525,454.5375,497.9475,951.3,13.175,4.225,74.075,17.975,13.725,77.1,,,13.7,1779.3333333333333,299.5,280.28
2022,Järva maakond,Suvila,12.0,56.1,0.0,,,73.69,,,958.9,493.02,951.3,13.175,4.225,74.075,17.975,13.725,77.1,,,13.7,1779.3333333333333,299.5,280.28
2022,Järva maakond,korter_10_29.99,22.0,24.95,272968.0,168.0,53000.0,6.89,1962.96,765.0699999999999,755.9300000000001,586.985,951.3,13.175,4.225,74.075,17.975,13.725,77.1,,,13.7,1779.3333333333333,299.5,280.28
2022,Järva maakond,korter_30_40.99,82.0,36.725,1745894.0,100.0,57000.0,2.44,1671.55,582.4425,619.215,340.98249999999996,951.3,13.175,4.225,74.075,17.975,13.725,77.1,,,13.7,1779.3333333333333,299.5,280.28
2022,Järva maakond,korter_41_54.99,149.0,46.7,3322675.0,50.0,92300.0,0.96,2102.51,366.895,467.3125,400.885,951.3,13.175,4.225,74.075,17.975,13.725,77.1,,,13.7,1779.3333333333333,299.5,280.28
2022,Järva maakond,korter_55_69.99,114.0,64.15,3663645.0,500.0,112000.0,7.47,1951.22,458.5725,511.5175,371.6125,951.3,13.175,4.225,74.075,17.975,13.725,77.1,,,13.7,1779.3333333333333,299.5,280.28
2022,Järva maakond,korter_70_249.99,63.0,78.55,1155667.0,100.0,66000.0,1.26,857.14,426.23,417.83500000000004,292.995,951.3,13.175,4.225,74.075,17.975,13.725,77.1,,,13.7,1779.3333333333333,299.5,280.28
2022,Jõgeva maakond,Elamu,149.0,159.925,0.0,600.0,,0.86,,365.955,449.9175,401.8225,811.5,11.25,4.15,69.7,16.35,12.2,75.4,,,13.0,1779.3333333333333,299.5,280.28
2022,Jõgeva maakond,Suvila,5.0,,0.0,,,,,,,,811.5,11.25,4.15,69.7,16.35,12.2,75.4,,,13.0,1779.3333333333333,299.5,280.28
2022,Jõgeva maakond,korter_10_29.99,12.0,26.3,27036.0,5384.0,5500.0,185.66,251.59,197.22,208.33,27.31,811.5,11.25,4.15,69.7,16.35,12.2,75.4,,,13.0,1779.3333333333333,299.5,280.28
2022,Jõgeva maakond,korter_30_40.99,51.0,37.8,161068.0,100.0,28000.0,2.49,823.53,318.3,332.86,238.69,811.5,11.25,4.15,69.7,16.35,12.2,75.4,,,13.0,1779.3333333333333,299.5,280.28
2022,Jõgeva maakond,korter_41_54.99,136.0,47.225,2722667.0,300.0,49000.0,7.16,968.52,426.8425,421.1375,252.64,811.5,11.25,4.15,69.7,16.35,12.2,75.4,,,13.0,1779.3333333333333,299.5,280.28
2022,Jõgeva maakond,korter_55_69.99,94.0,63.75,2113990.0,512.0,49500.0,7.59,794.54,358.09000000000003,351.93,224.8475,811.5,11.25,4.15,69.7,16.35,12.2,75.4,,,13.0,1779.3333333333333,299.5,280.28
2022,Jõgeva maakond,korter_70_249.99,55.0,80.975,1611751.0,200.0,70000.0,2.54,868.49,305.1575,350.4275,219.42000000000002,811.5,11.25,4.15,69.7,16.35,12.2,75.4,,,13.0,1779.3333333333333,299.5,280.28
2022,Lääne maakond,Elamu,66.0,124.25,0.0,,,95.18,,852.4,796.5500000000001,605.905,923.3,9.675,2.675,76.35,12.7,10.025,79.175,,,9.6,1779.3333333333333,299.5,280.28
2022,Lääne maakond,Muu,2.0,,0.0,,,,,,,,923.3,9.675,2.675,76.35,12.7,10.025,79.175,,,9.6,1779.3333333333333,299.5,280.28
2022,Lääne maakond,Suvila,26.0,54.55,0.0,,,57.75,,883.8,,,923.3,9.675,2.675,76.35,12.7,10.025,79.175,,,9.6,1779.3333333333333,299.5,280.28
2022,Lääne maakond,korter_10_29.99,27.0,25.133333333333336,593150.0,2500.0,80000.0,140.45,2711.86,1069.6633333333332,1224.77,639.7066666666666,923.3,9.675,2.675,76.35,12.7,10.025,79.175,,,9.6,1779.3333333333333,299.5,280.28
2022,Lääne maakond,korter_30_40.99,52.0,36.575,2280523.0,1000.0,200000.0,25.64,4901.96,1277.5349999999999,1254.2675,794.0925,923.3,9.675,2.675,76.35,12.7,10.025,79.175,,,9.6,1779.3333333333333,299.5,280.28
2022,Lääne maakond,korter_41_54.99,126.0,47.7,5712456.0,504.0,135240.0,10.22,2842.11,1075.2875,951.9375,633.5025,923.3,9.675,2.675,76.35,12.7,10.025,79.175,,,9.6,1779.3333333333333,299.5,280.28
2022,Lääne maakond,korter_55_69.99,76.0,62.675,4010610.0,250.0,280000.0,4.49,5035.97,699.4775,852.5175,747.7,923.3,9.675,2.675,76.35,12.7,10.025,79.175,,,9.6,1779.3333333333333,299.5,280.28
2022,Lääne maakond,korter_70_249.99,41.0,85.03333333333335,2691850.0,250.0,300000.0,3.53,3133.51,809.9033333333333,942.85,781.0,923.3,9.675,2.675,76.35,12.7,10.025,79.175,,,9.6,1779.3333333333333,299.5,280.28
2022,Lääne-Viru maakond,Elamu,234.0,134.9,0.0,100.0,,0.72,,474.7925,619.1275,534.4825,840.9,24.35,8.95,70.075,35.075,26.125,75.17500000000001,6.8,1.775,25.9,1779.3333333333333,299.5,280.28
2022,Lääne-Viru maakond,Muu,2.0,,0.0,,,,,,,,840.9,24.35,8.95,70.075,35.075,26.125,75.17500000000001,6.8,1.775,25.9,1779.3333333333333,299.5,280.28
2022,Lääne-Viru maakond,Suvila,19.0,32.8,0.0,,,56.5,985.46,570.065,629.64,506.12,840.9,24.35,8.95,70.075,35.075,26.125,75.17500000000001,6.8,1.775,25.9,1779.3333333333333,299.5,280.28
2022,Lääne-Viru maakond,korter_10_29.99,101.0,25.1,1272923.0,100.0,50000.0,4.1,2873.56,380.425,513.495,480.6775,840.9,24.35,8.95,70.075,35.075,26.125,75.17500000000001,6.8,1.775,25.9,1779.3333333333333,299.5,280.28
2022,Lääne-Viru maakond,korter_30_40.99,209.0,36.225,4305046.0,100.0,80000.0,3.14,2083.33,426.1675,566.0775,498.1675,840.9,24.35,8.95,70.075,35.075,26.125,75.17500000000001,6.8,1.775,25.9,1779.3333333333333,299.5,280.28
2022,Lääne-Viru maakond,korter_41_54.99,361.0,47.025,8624364.0,150.0,126000.0,3.13,2485.21,342.97749999999996,495.885,470.6825,840.9,24.35,8.95,70.075,35.075,26.125,75.17500000000001,6.8,1.775,25.9,1779.3333333333333,299.5,280.28
2022,Lääne-Viru maakond,korter_55_69.99,192.0,62.325,6506283.0,100.0,132000.0,1.47,2085.31,423.75,539.9775,428.0025,840.9,24.35,8.95,70.075,35.075,26.125,75.17500000000001,6.8,1.775,25.9,1779.3333333333333,299.5,280.28
2022,Lääne-Viru maakond,korter_70_249.99,115.0,84.1,6606058.0,100.0,238000.0,1.12,2410.23,547.305,698.25,583.66,840.9,24.35,8.95,70.075,35.075,26.125,75.17500000000001,6.8,1.775,25.9,1779.3333333333333,299.5,280.28
2022,Pärnu maakond,Elamu,273.0,140.75,0.0,,,14.69,,832.7525,895.1366666666667,645.6475,895.9,39.525,9.9,77.125,51.55,41.65,81.225,5.1,2.1,40.3,1779.3333333333333,299.5,280.28
2022,Pärnu maakond,Suvila,38.0,54.75,0.0,700.0,,50.36,,739.7366666666667,887.78,634.2750000000001,895.9,39.525,9.9,77.125,51.55,41.65,81.225,5.1,2.1,40.3,1779.3333333333333,299.5,280.28
2022,Pärnu maakond,korter_10_29.99,109.0,24.75,3979028.0,200.0,97500.0,9.22,3592.23,1533.5875,1468.685,945.37,895.9,39.525,9.9,77.125,51.55,41.65,81.225,5.1,2.1,40.3,1779.3333333333333,299.5,280.28
2022,Pärnu maakond,korter_30_40.99,269.0,36.325,14896306.0,100.0,151000.0,2.46,4027.74,1645.6925,1536.325,946.0075,895.9,39.525,9.9,77.125,51.55,41.65,81.225,5.1,2.1,40.3,1779.3333333333333,299.5,280.28
2022,Pärnu maakond,korter_41_54.99,487.0,47.45,37321822.0,1.0,280000.0,0.02,5737.7,1541.23,1603.3575,1058.745,895.9,39.525,9.9,77.125,51.55,41.65,81.225,5.1,2.1,40.3,1779.3333333333333,299.5,280.28
2022,Pärnu maakond,korter_55_69.99,313.0,62.425,29480895.0,500.0,276100.0,8.39,4380.75,1515.0075000000002,1517.6325,989.395,895.9,39.525,9.9,77.125,51.55,41.65,81.225,5.1,2.1,40.3,1779.3333333333333,299.5,280.28
2022,Pärnu maakond,korter_70_249.99,184.0,89.55,27848424.0,5.0,570000.0,0.04,5000.0,1719.875,1702.9950000000001,947.9075,895.9,39.525,9.9,77.125,51.55,41.65,81.225,5.1,2.1,40.3,1779.3333333333333,299.5,280.28
2022,Põlva maakond,Elamu,92.0,122.65,0.0,,,33.69,,432.4425,528.7625,386.305,902.3,9.6,4.05,68.225,14.25,10.2,72.375,,,11.6,1779.3333333333333,299.5,280.28
2022,Põlva maakond,Suvila,2.0,,0.0,,,,,,,,902.3,9.6,4.05,68.225,14.25,10.2,72.375,,,11.6,1779.3333333333333,299.5,280.28
2022,Põlva maakond,korter_10_29.99,17.0,24.1,106813.0,4000.0,36000.0,150.38,1343.28,946.41,888.61,458.99,902.3,9.6,4.05,68.225,14.25,10.2,72.375,,,11.6,1779.3333333333333,299.5,280.28
2022,Põlva maakond,korter_30_40.99,35.0,35.85,290500.0,100.0,31500.0,3.13,895.52,342.83000000000004,409.605,310.16499999999996,902.3,9.6,4.05,68.225,14.25,10.2,72.375,,,11.6,1779.3333333333333,299.5,280.28
2022,Põlva maakond,korter_41_54.99,108.0,47.475,2388054.0,200.0,94204.0,4.02,1784.17,356.015,448.1875,418.875,902.3,9.6,4.05,68.225,14.25,10.2,72.375,,,11.6,1779.3333333333333,299.5,280.28
2022,Põlva maakond,korter_55_69.99,55.0,64.175,2072460.0,1000.0,121700.0,14.64,1850.08,575.21,642.35,432.76750000000004,902.3,9.6,4.05,68.225,14.25,10.2,72.375,,,11.6,1779.3333333333333,299.5,280.28
2022,Põlva maakond,korter_70_249.99,42.0,82.56666666666666,1620737.0,1500.0,219000.0,18.66,2477.38,418.3,577.4566666666667,521.3166666666667,902.3,9.6,4.05,68.225,14.25,10.2,72.375,,,11.6,1779.3333333333333,299.5,280.28
2022,Rapla maakond,Elamu,120.0,130.2,0.0,,,30.03,,603.7633333333333,756.5666666666666,637.77,905.1,15.2,4.475,74.25,20.6,16.175,78.875,,,15.2,1779.3333333333333,299.5,280.28
2022,Rapla maakond,Muu,3.0,,0.0,,,,,,,,905.1,15.2,4.475,74.25,20.6,16.175,78.875,,,15.2,1779.3333333333333,299.5,280.28
2022,Rapla maakond,Suvila,45.0,66.2,0.0,,,18.52,,,,608.82,905.1,15.2,4.475,74.25,20.6,16.175,78.875,,,15.2,1779.3333333333333,299.5,280.28
2022,Rapla maakond,korter_10_29.99,22.0,23.666666666666668,255152.0,500.0,55000.0,17.36,2000.0,371.2933333333333,556.9066666666666,578.0366666666666,905.1,15.2,4.475,74.25,20.6,16.175,78.875,,,15.2,1779.3333333333333,299.5,280.28
