Aasta,Kvartal,Maakond,Hoone_liik,Korteriomanditeginute_Arv,Keskmine_m2,Kokku_tehinguhind,Minimaalne_tehingusumma,Maksimaalne_tehingsumma,Minimaalne_pinnaühikuhind,Maksimaalne_pinnaühikuhind,Mediaan_pinnaühikuhind,Keskmine_pinnaühikuhind,Standardhälve_pinnaühikuhind,quarter,avg_salary,housing_index,THI
2018,I,Harju maakond,koretr_10_29.99,229.0,21.6,8282782.0,100.0,120000.0,4.33,4026.85,1735.07,1699.72,688.11,2018Q1,,,
2018,I,Harju maakond,koretr_30_40.99,503.0,35.1,29278404.0,2200.0,160000.0,59.62,4020.1,1658.46,1650.44,634.28,2018Q1,,,
2018,I,Harju maakond,koretr_41_54.99,845.0,47.8,67045524.0,1000.0,208000.0,20.66,4095.02,1609.2,1659.26,606.26,2018Q1,,,
2018,I,Harju maakond,koretr_55_69.99,662.0,62.4,67631003.0,1000.0,240000.0,17.61,4293.38,1601.61,1644.87,617.34,2018Q1,,,
2018,I,Harju maakond,koretr_70_249.99,738.0,96.7,132418337.0,13200.0,551500.0,105.02,4910.95,1768.49,1861.6,606.16,2018Q1,,,
2018,I,Harju maakond,Elamu,157.0,189.1,,,,56.12,,,,687.36,2018Q1,,,
2018,I,Harju maakond,Muu,1.0,,,,,,,,,,2018Q1,,,
2018,I,Harju maakond,Suvila,58.0,56.5,,,,97.54,,,,,2018Q1,,,
2018,I,Hiiu maakond,koretr_10_29.99,1.0,,,,,,,,,,2018Q1,,,
2018,I,Hiiu maakond,koretr_30_40.99,1.0,,,,,,,,,,2018Q1,,,
2018,I,Hiiu maakond,koretr_41_54.99,4.0,,,,,,,,,,2018Q1,,,
2018,I,Hiiu maakond,koretr_55_69.99,1.0,,,,,,,,,,2018Q1,,,
2018,I,Hiiu maakond,koretr_70_249.99,4.0,,,,,,,,,,2018Q1,,,
2018,I,Hiiu maakond,Elamu,3.0,,,,,,,,,,2018Q1,,,
2018,I,Ida-Viru maakond,koretr_10_29.99,61.0,26.2,364664.0,1.0,17000.0,0.04,737.92,240.74,233.56,167.57,2018Q1,,,
2018,I,Ida-Viru maakond,koretr_30_40.99,155.0,36.4,1091224.0,1.0,45000.0,0.03,1243.09,142.49,193.92,187.1,2018Q1,,,
2018,I,Ida-Viru maakond,koretr_41_54.99,171.0,47.9,2024099.0,100.0,80000.0,2.1,1626.02,165.98,244.77,263.74,2018Q1,,,
2018,I,Ida-Viru maakond,koretr_55_69.99,92.0,61.6,2130322.0,184.0,80000.0,3.28,1444.04,339.51,375.03,303.44,2018Q1,,,
2018,I,Ida-Viru maakond,koretr_70_249.99,31.0,89.9,1546900.0,10.0,250000.0,0.12,1536.57,408.4,482.13,399.15,2018Q1,,,
2018,I,Ida-Viru maakond,Elamu,21.0,143.0,,,,6.99,,363.2,408.16,300.65,2018Q1,,,
2018,I,Ida-Viru maakond,Suvila,22.0,51.0,,350.0,,12.24,833.33,166.52,251.91,222.37,2018Q1,,,
2018,I,Jõgeva maakond,koretr_10_29.99,3.0,,,,,,,,,,2018Q1,,,
2018,I,Jõgeva maakond,koretr_30_40.99,14.0,35.5,111846.0,200.0,21000.0,6.35,586.42,204.47,228.2,194.86,2018Q1,,,
2018,I,Jõgeva maakond,koretr_41_54.99,16.0,47.1,189700.0,600.0,24000.0,12.17,504.61,221.94,252.78,161.87,2018Q1,,,
2018,I,Jõgeva maakond,koretr_55_69.99,27.0,62.7,312083.0,383.0,31000.0,5.67,531.36,148.37,183.54,160.54,2018Q1,,,
2018,I,Jõgeva maakond,koretr_70_249.99,7.0,,,,,,,,,,2018Q1,,,
2018,I,Jõgeva maakond,Elamu,14.0,131.6,,,,22.65,754.31,139.85,217.07,215.23,2018Q1,,,
2018,I,Jõgeva maakond,Suvila,2.0,,,,,,,,,,2018Q1,,,
2018,I,Järva maakond,koretr_10_29.99,2.0,,,,,,,,,,2018Q1,,,
2018,I,Järva maakond,koretr_30_40.99,16.0,37.1,145300.0,500.0,28500.0,12.59,757.98,155.45,253.65,221.51,2018Q1,,,
2018,I,Järva maakond,koretr_41_54.99,31.0,47.9,356190.0,2000.0,31000.0,45.54,604.29,189.0,235.73,175.3,2018Q1,,,
2018,I,Järva maakond,koretr_55_69.99,35.0,64.7,563400.0,500.0,40000.0,7.49,660.9,247.45,253.66,193.89,2018Q1,,,
2018,I,Järva maakond,koretr_70_249.99,12.0,,,,,,,,,,2018Q1,,,
2018,I,Järva maakond,Elamu,22.0,148.0,,,,4.86,630.75,159.86,207.55,178.15,2018Q1,,,
2018,I,Järva maakond,Suvila,2.0,,,,,,,,,,2018Q1,,,
2018,I,Lääne maakond,koretr_10_29.99,3.0,,,,,,,,,,2018Q1,,,
2018,I,Lääne maakond,koretr_30_40.99,9.0,35.5,181556.0,1000.0,36000.0,25.19,930.23,679.76,571.61,323.91,2018Q1,,,
2018,I,Lääne maakond,koretr_41_54.99,22.0,48.0,373000.0,1500.0,45000.0,34.88,1013.51,261.0,354.06,275.01,2018Q1,,,
2018,I,Lääne maakond,koretr_55_69.99,16.0,65.9,347490.0,3200.0,50000.0,53.87,739.64,313.66,328.39,232.41,2018Q1,,,
2018,I,Lääne maakond,koretr_70_249.99,7.0,,,,,,,,,,2018Q1,,,
2018,I,Lääne maakond,Elamu,7.0,144.7,,290.0,,1.33,,310.2,387.61,435.35,2018Q1,,,
2018,I,Lääne maakond,Suvila,1.0,,,,,,,,,,2018Q1,,,
2018,I,Lääne-Viru maakond,koretr_10_29.99,20.0,23.4,152574.0,85.0,24999.0,3.13,946.93,220.13,312.32,325.63,2018Q1,,,
2018,I,Lääne-Viru maakond,koretr_30_40.99,48.0,37.1,471125.0,85.0,30500.0,2.81,899.71,192.19,264.57,241.3,2018Q1,,,
2018,I,Lääne-Viru maakond,koretr_41_54.99,76.0,47.7,1220588.0,300.0,68000.0,6.15,1320.39,207.94,332.33,322.54,2018Q1,,,
2018,I,Lääne-Viru maakond,koretr_55_69.99,41.0,62.9,868366.0,500.0,68000.0,8.16,1000.0,184.53,334.24,317.61,2018Q1,,,
2018,I,Lääne-Viru maakond,koretr_70_249.99,37.0,81.5,852490.0,400.0,85300.0,5.55,1022.78,237.18,281.47,236.33,2018Q1,,,
2018,I,Lääne-Viru maakond,Elamu,38.0,131.7,,,,13.87,,345.31,412.27,325.76,2018Q1,,,
2018,I,Lääne-Viru maakond,Suvila,4.0,,,,,,,,,,2018Q1,,,
2018,I,Põlva maakond,koretr_10_29.99,3.0,,,,,,,,,,2018Q1,,,
2018,I,Põlva maakond,koretr_30_40.99,6.0,36.8,46500.0,1000.0,15500.0,25.71,408.97,163.05,206.34,162.69,2018Q1,,,
2018,I,Põlva maakond,koretr_41_54.99,22.0,47.9,294000.0,700.0,27000.0,13.94,562.5,314.18,274.44,170.09,2018Q1,,,
2018,I,Põlva maakond,koretr_55_69.99,7.0,64.2,90200.0,3000.0,26900.0,52.91,387.61,112.0,198.8,147.97,2018Q1,,,
2018,I,Põlva maakond,koretr_70_249.99,5.0,,,,,,,,,,2018Q1,,,
2018,I,Põlva maakond,Elamu,16.0,83.0,,,,28.54,616.29,213.38,255.08,189.0,2018Q1,,,
2018,I,Põlva maakond,Suvila,1.0,,,,,,,,,,2018Q1,,,
2018,I,Pärnu maakond,koretr_10_29.99,28.0,25.0,681125.0,1500.0,46875.0,72.46,2589.78,1031.72,984.3,570.92,2018Q1,,,
2018,I,Pärnu maakond,koretr_30_40.99,46.0,36.9,1417718.0,500.0,78300.0,12.82,2243.55,995.21,842.38,604.1,2018Q1,,,
2018,I,Pärnu maakond,koretr_41_54.99,92.0,47.3,4164630.0,1000.0,166000.0,22.08,3186.18,998.01,947.81,623.97,2018Q1,,,
2018,I,Pärnu maakond,koretr_55_69.99,75.0,62.5,4041003.0,300.0,195180.0,4.37,3242.19,887.37,877.78,649.48,2018Q1,,,
2018,I,Pärnu maakond,koretr_70_249.99,44.0,82.7,3296805.0,1000.0,204000.0,14.29,2559.06,874.31,889.98,672.61,2018Q1,,,
2018,I,Pärnu maakond,Elamu,56.0,134.4,,500.0,,4.71,,564.18,618.19,407.48,2018Q1,,,
2018,I,Pärnu maakond,Suvila,8.0,73.6,,,,313.01,,582.44,735.71,605.89,2018Q1,,,
2018,I,Rapla maakond,koretr_10_29.99,5.0,23.7,65100.0,600.0,26000.0,35.29,875.42,507.25,483.43,322.22,2018Q1,,,
2018,I,Rapla maakond,koretr_30_40.99,6.0,35.2,44555.0,3000.0,10000.0,94.64,283.29,223.12,209.07,68.09,2018Q1,,,
2018,I,Rapla maakond,koretr_41_54.99,30.0,46.9,578091.0,300.0,55000.0,7.01,1193.85,291.83,404.37,363.51,2018Q1,,,
2018,I,Rapla maakond,koretr_55_69.99,17.0,64.4,310900.0,2000.0,45000.0,30.82,786.71,215.57,292.81,242.61,2018Q1,,,
2018,I,Rapla maakond,koretr_70_249.99,11.0,75.4,347600.0,5000.0,72500.0,68.78,1032.76,394.92,429.83,305.49,2018Q1,,,
2018,I,Rapla maakond,Elamu,20.0,120.0,,319.0,,3.27,,369.15,470.78,402.21,2018Q1,,,
2018,I,Rapla maakond,Suvila,8.0,56.5,,,,272.6,800.0,475.59,505.51,196.44,2018Q1,,,
2018,I,Saare maakond,koretr_10_29.99,3.0,,,,,,,,,,2018Q1,,,
2018,I,Saare maakond,koretr_30_40.99,10.0,37.6,85700.0,1000.0,37000.0,25.64,931.99,157.01,224.42,257.15,2018Q1,,,
2018,I,Saare maakond,koretr_41_54.99,16.0,48.0,591701.0,9000.0,80000.0,212.26,1851.85,683.85,779.05,444.63,2018Q1,,,
2018,I,Saare maakond,koretr_55_69.99,8.0,62.7,375500.0,3000.0,108000.0,52.08,1741.94,742.28,745.52,535.9,2018Q1,,,
2018,I,Saare maakond,koretr_70_249.99,5.0,,,,,,,,,,2018Q1,,,
2018,I,Saare maakond,Elamu,10.0,107.7,,,,76.07,,590.64,687.84,499.72,2018Q1,,,
2018,I,Saare maakond,Suvila,2.0,,,,,,,,,,2018Q1,,,
2018,I,Tartu maakond,koretr_10_29.99,38.0,22.7,1215947.0,1000.0,76000.0,80.0,2869.57,1285.74,1386.02,598.48,2018Q1,,,
2018,I,Tartu maakond,koretr_30_40.99,96.0,36.3,4485285.0,1000.0,97760.0,24.81,2708.03,1350.91,1283.07,501.68,2018Q1,,,
2018,I,Tartu maakond,koretr_41_54.99,168.0,47.9,10827649.0,1300.0,165125.0,29.08,3181.6,1332.63,1350.42,595.38,2018Q1,,,
2018,I,Tartu maakond,koretr_55_69.99,149.0,62.6,11152925.0,6250.0,201600.0,89.8,3174.8,1271.62,1207.27,543.82,2018Q1,,,
2018,I,Tartu maakond,koretr_70_249.99,146.0,89.0,17334949.0,11000.0,400000.0,96.07,3177.12,1356.59,1342.83,459.76,2018Q1,,,
2018,I,Tartu maakond,Elamu,74.0,162.1,,,,108.11,,820.35,844.98,443.82,2018Q1,,,
2018,I,Tartu maakond,Suvila,12.0,77.1,,,,85.08,,610.09,,,2018Q1,,,
2018,I,Valga maakond,koretr_10_29.99,13.0,24.7,31650.0,250.0,8500.0,12.76,320.75,59.29,92.48,96.04,2018Q1,,,
2018,I,Valga maakond,koretr_30_40.99,19.0,35.8,77404.0,500.0,10500.0,13.74,270.62,101.6,114.48,81.02,2018Q1,,,
2018,I,Valga maakond,koretr_41_54.99,18.0,47.2,108820.0,300.0,15000.0,6.79,345.62,129.61,128.82,98.12,2018Q1,,,
2018,I,Valga maakond,koretr_55_69.99,17.0,62.9,157960.0,1000.0,48000.0,14.68,780.49,117.99,149.35,180.63,2018Q1,,,
2018,I,Valga maakond,koretr_70_249.99,7.0,79.9,83500.0,1000.0,26200.0,13.05,337.75,138.89,148.24,132.27,2018Q1,,,
2018,I,Valga maakond,Elamu,17.0,132.3,,100.0,,1.69,,145.24,210.59,248.5,2018Q1,,,
2018,I,Valga maakond,Suvila,1.0,,,,,,,,,,2018Q1,,,
2018,I,Viljandi maakond,koretr_10_29.99,8.0,21.4,43425.0,1000.0,10000.0,36.23,741.87,233.71,297.17,229.34,2018Q1,,,
2018,I,Viljandi maakond,koretr_30_40.99,15.0,38.0,194400.0,1000.0,29000.0,25.25,863.1,371.79,340.37,282.6,2018Q1,,,
2018,I,Viljandi maakond,koretr_41_54.99,40.0,48.2,863517.0,100.0,69000.0,2.39,1399.59,362.1,446.79,390.99,2018Q1,,,
2018,I,Viljandi maakond,koretr_55_69.99,28.0,62.1,964221.0,250.0,89900.0,4.22,1354.89,517.35,547.07,440.43,2018Q1,,,
2018,I,Viljandi maakond,koretr_70_249.99,14.0,80.8,215157.0,1000.0,45000.0,13.59,642.86,151.63,196.68,179.55,2018Q1,,,
2018,I,Viljandi maakond,Elamu,32.0,164.0,,,,9.95,705.08,252.94,293.02,205.69,2018Q1,,,
2018,I,Viljandi maakond,Suvila,1.0,,,,,,,,,,2018Q1,,,
2018,I,Võru maakond,koretr_10_29.99,10.0,27.9,88700.0,1000.0,19500.0,36.1,686.62,308.01,319.66,199.86,2018Q1,,,
2018,I,Võru maakond,koretr_30_40.99,12.0,36.3,123701.0,1.0,22000.0,0.03,577.43,273.83,279.65,187.35,2018Q1,,,
2018,I,Võru maakond,koretr_41_54.99,31.0,46.7,526450.0,650.0,36800.0,12.67,771.49,371.9,362.37,197.32,2018Q1,,,
2018,I,Võru maakond,koretr_55_69.99,15.0,61.6,276300.0,100.0,36000.0,1.69,585.37,313.04,302.94,203.79,2018Q1,,,
2018,I,Võru maakond,koretr_70_249.99,13.0,75.9,232967.0,600.0,40000.0,7.63,536.91,249.65,236.18,198.87,2018Q1,,,
2018,I,Võru maakond,Elamu,13.0,132.1,,,,32.63,,253.92,309.16,273.7,2018Q1,,,
2018,I,Võru maakond,Suvila,7.0,20.4,,,,61.35,769.23,266.67,302.3,241.55,2018Q1,,,
2018,II,Harju maakond,koretr_10_29.99,250.0,21.7,10092467.0,2000.0,113500.0,121.21,4138.01,1863.88,1876.05,735.74,2018Q2,,,
2018,II,Harju maakond,koretr_30_40.99,479.0,35.3,28021875.0,500.0,145000.0,14.16,4089.6,1671.73,1657.95,596.34,2018Q2,,,
2018,II,Harju maakond,koretr_41_54.99,891.0,47.5,70827915.0,1960.0,228000.0,37.19,4222.22,1600.42,1671.13,646.66,2018Q2,,,
2018,II,Harju maakond,koretr_55_69.99,804.0,62.1,83345316.0,1200.0,345000.0,17.8,5180.18,1606.65,1677.3,628.37,2018Q2,,,
2018,II,Harju maakond,koretr_70_249.99,885.0,95.0,151612129.0,9500.0,720000.0,76.0,4412.47,1743.2,1813.5,598.19,2018Q2,,,
2018,II,Harju maakond,Elamu,178.0,190.9,,,,42.77,,,,958.14,2018Q2,,,
2018,II,Harju maakond,Muu,1.0,,,,,,,,,,2018Q2,,,
2018,II,Harju maakond,Suvila,119.0,55.2,,,,87.15,,964.02,,779.32,2018Q2,,,
2018,II,Hiiu maakond,koretr_30_40.99,1.0,,,,,,,,,,2018Q2,,,
2018,II,Hiiu maakond,koretr_41_54.99,3.0,,,,,,,,,,2018Q2,,,
2018,II,Hiiu maakond,koretr_55_69.99,4.0,,,,,,,,,,2018Q2,,,
2018,II,Hiiu maakond,koretr_70_249.99,5.0,86.8,113400.0,1000.0,36000.0,10.37,451.13,402.96,282.22,199.29,2018Q2,,,
2018,II,Hiiu maakond,Elamu,6.0,125.0,,,,42.99,,415.72,503.36,464.83,2018Q2,,,
2018,II,Ida-Viru maakond,koretr_10_29.99,62.0,26.0,353689.0,100.0,13500.0,6.29,494.51,185.39,219.05,146.08,2018Q2,,,
2018,II,Ida-Viru maakond,koretr_30_40.99,162.0,36.6,1297910.0,1.0,39999.0,0.03,1234.54,190.05,218.22,186.1,2018Q2,,,
2018,II,Ida-Viru maakond,koretr_41_54.99,174.0,47.9,1785611.0,1.0,39500.0,0.02,788.42,145.58,212.71,185.14,2018Q2,,,
2018,II,Ida-Viru maakond,koretr_55_69.99,93.0,61.9,1714350.0,100.0,87000.0,1.68,1433.28,273.46,297.61,241.71,2018Q2,,,
2018,II,Ida-Viru maakond,koretr_70_249.99,34.0,80.1,1488850.0,250.0,150000.0,3.44,1635.77,426.37,524.49,372.62,2018Q2,,,
2018,II,Ida-Viru maakond,Elamu,33.0,108.7,,700.0,,9.1,996.98,333.65,363.42,292.53,2018Q2,,,
2018,II,Ida-Viru maakond,Suvila,90.0,45.3,,100.0,,8.4,570.78,166.37,192.3,127.39,2018Q2,,,
2018,II,Jõgeva maakond,koretr_10_29.99,3.0,,,,,,,,,,2018Q2,,,
2018,II,Jõgeva maakond,koretr_30_40.99,4.0,,,,,,,,,,2018Q2,,,
2018,II,Jõgeva maakond,koretr_41_54.99,31.0,47.1,317500.0,100.0,23800.0,2.24,487.01,224.36,218.87,159.94,2018Q2,,,
2018,II,Jõgeva maakond,koretr_55_69.99,18.0,62.7,226100.0,500.0,32000.0,7.62,488.19,198.11,196.94,154.65,2018Q2,,,
2018,II,Jõgeva maakond,koretr_70_249.99,8.0,75.1,86800.0,800.0,28900.0,10.85,371.47,127.76,144.74,132.84,2018Q2,,,
2018,II,Jõgeva maakond,Elamu,34.0,134.7,,650.0,,6.56,,292.94,317.91,226.87,2018Q2,,,
2018,II,Jõgeva maakond,Suvila,2.0,,,,,,,,,,2018Q2,,,
2018,II,Järva maakond,koretr_10_29.99,8.0,21.7,38000.0,1600.0,14000.0,70.18,518.52,107.5,197.11,187.26,2018Q2,,,
2018,II,Järva maakond,koretr_30_40.99,27.0,38.0,328850.0,400.0,26200.0,10.03,666.67,306.75,324.69,205.44,2018Q2,,,
2018,II,Järva maakond,koretr_41_54.99,33.0,46.7,350940.0,100.0,34000.0,2.4,665.36,197.21,224.63,196.34,2018Q2,,,
2018,II,Järva maakond,koretr_55_69.99,25.0,66.4,322400.0,500.0,34000.0,7.26,531.25,161.53,196.17,157.24,2018Q2,,,
2018,II,Järva maakond,koretr_70_249.99,20.0,77.2,278585.0,300.0,37000.0,4.27,418.85,123.9,177.43,152.87,2018Q2,,,
2018,II,Järva maakond,Elamu,39.0,152.6,,100.0,,0.13,915.25,222.52,283.91,245.37,2018Q2,,,
2018,II,Järva maakond,Suvila,3.0,,,,,,,,,,2018Q2,,,
2018,II,Lääne maakond,koretr_10_29.99,7.0,27.5,170500.0,12000.0,45500.0,441.18,1756.76,778.99,892.98,420.4,2018Q2,,,
2018,II,Lääne maakond,koretr_30_40.99,20.0,36.2,428470.0,2500.0,73000.0,64.1,2401.32,577.55,612.09,504.24,2018Q2,,,
2018,II,Lääne maakond,koretr_41_54.99,26.0,46.9,693000.0,1000.0,45000.0,19.16,959.49,637.19,567.57,267.04,2018Q2,,,
2018,II,Lääne maakond,koretr_55_69.99,14.0,63.6,407350.0,5850.0,59000.0,85.53,939.49,387.98,454.79,244.13,2018Q2,,,
2018,II,Lääne maakond,koretr_70_249.99,8.0,89.5,295500.0,900.0,99000.0,11.52,694.44,425.2,394.3,266.38,2018Q2,,,
2018,II,Lääne maakond,Elamu,15.0,131.1,,,,11.22,,527.78,537.26,291.07,2018Q2,,,
2018,II,Lääne maakond,Suvila,3.0,,,,,,,,,,2018Q2,,,
2018,II,Lääne-Viru maakond,koretr_10_29.99,19.0,24.8,103925.0,300.0,22000.0,17.75,790.7,111.97,216.12,233.36,2018Q2,,,
2018,II,Lääne-Viru maakond,koretr_30_40.99,60.0,36.4,623663.0,500.0,70000.0,13.12,1808.79,186.53,288.19,333.34,2018Q2,,,
2018,II,Lääne-Viru maakond,koretr_41_54.99,75.0,47.5,1066601.0,256.0,75000.0,6.0,1368.61,196.08,296.49,300.81,2018Q2,,,
2018,II,Lääne-Viru maakond,koretr_55_69.99,57.0,62.6,1239978.0,300.0,70000.0,4.42,1035.5,288.14,348.96,268.6,2018Q2,,,
2018,II,Lääne-Viru maakond,koretr_70_249.99,27.0,79.3,860023.0,2000.0,113000.0,25.77,1417.82,243.28,407.83,390.72,2018Q2,,,
2018,II,Lääne-Viru maakond,Elamu,78.0,120.6,,100.0,,1.11,,256.71,331.14,260.02,2018Q2,,,
2018,II,Lääne-Viru maakond,Suvila,5.0,59.0,,,,96.36,631.07,222.6,285.91,202.53,2018Q2,,,
2018,II,Põlva maakond,koretr_10_29.99,5.0,26.5,45200.0,1200.0,16000.0,56.07,597.01,264.08,330.61,225.34,2018Q2,,,
2018,II,Põlva maakond,koretr_30_40.99,5.0,38.5,38800.0,2000.0,16000.0,51.15,402.01,178.12,198.92,136.66,2018Q2,,,
2018,II,Põlva maakond,koretr_41_54.99,25.0,47.6,210100.0,550.0,22000.0,13.16,463.16,198.02,173.27,158.0,2018Q2,,,
2018,II,Põlva maakond,koretr_55_69.99,15.0,62.9,201300.0,700.0,33000.0,10.39,487.44,218.98,213.13,176.22,2018Q2,,,
2018,II,Põlva maakond,koretr_70_249.99,15.0,79.2,338301.0,1.0,43000.0,0.01,562.83,241.8,283.57,196.9,2018Q2,,,
2018,II,Põlva maakond,Elamu,21.0,114.4,,,,50.35,824.83,307.43,329.34,215.53,2018Q2,,,
2018,II,Pärnu maakond,koretr_10_29.99,24.0,25.3,546800.0,1000.0,46600.0,36.36,1973.68,1059.08,904.55,579.39,2018Q2,,,
2018,II,Pärnu maakond,koretr_30_40.99,75.0,36.9,2843099.0,3500.0,85000.0,86.85,2392.55,991.96,1025.94,627.66,2018Q2,,,
2018,II,Pärnu maakond,koretr_41_54.99,117.0,47.9,5408290.0,100.0,125000.0,2.44,2297.79,1030.09,959.22,616.63,2018Q2,,,
2018,II,Pärnu maakond,koretr_55_69.99,67.0,62.4,3922330.0,1500.0,202000.0,24.96,3146.42,901.74,938.74,636.5,2018Q2,,,
2018,II,Pärnu maakond,koretr_70_249.99,49.0,90.4,4389823.0,3800.0,195000.0,47.56,1801.11,1025.64,985.45,498.08,2018Q2,,,
2018,II,Pärnu maakond,Elamu,64.0,146.4,,820.0,,9.27,,621.74,652.78,432.11,2018Q2,,,
2018,II,Pärnu maakond,Muu,1.0,,,,,,,,,,2018Q2,,,
2018,II,Pärnu maakond,Suvila,18.0,37.8,,,,199.68,,591.22,835.13,843.73,2018Q2,,,
2018,II,Rapla maakond,koretr_10_29.99,5.0,26.3,48900.0,1900.0,18000.0,70.9,669.14,401.79,373.06,278.07,2018Q2,,,
2018,II,Rapla maakond,koretr_30_40.99,13.0,34.4,176725.0,3000.0,30500.0,75.57,847.22,328.27,395.31,267.02,2018Q2,,,
2018,II,Rapla maakond,koretr_41_54.99,29.0,47.0,516050.0,300.0,41000.0,5.84,955.71,277.14,377.69,306.61,2018Q2,,,
2018,II,Rapla maakond,koretr_55_69.99,12.0,65.6,372000.0,11500.0,57000.0,173.45,947.55,375.38,478.08,232.24,2018Q2,,,
2018,II,Rapla maakond,koretr_70_249.99,18.0,77.2,517800.0,5000.0,80000.0,67.02,1079.62,285.85,377.69,275.1,2018Q2,,,
2018,II,Rapla maakond,Elamu,26.0,160.3,,,,24.79,,500.62,541.49,423.05,2018Q2,,,
2018,II,Rapla maakond,Suvila,16.0,46.1,,,,99.08,,757.21,889.73,623.29,2018Q2,,,
2018,II,Saare maakond,koretr_10_29.99,2.0,,,,,,,,,,2018Q2,,,
2018,II,Saare maakond,koretr_30_40.99,7.0,,,,,,,,,,2018Q2,,,
2018,II,Saare maakond,koretr_41_54.99,19.0,46.8,604200.0,1000.0,85000.0,21.51,1619.05,671.14,673.72,480.15,2018Q2,,,
2018,II,Saare maakond,koretr_55_69.99,20.0,63.1,871350.0,8000.0,78000.0,137.46,1163.52,767.98,688.69,369.91,2018Q2,,,
2018,II,Saare maakond,koretr_70_249.99,23.0,85.6,1339400.0,6000.0,120000.0,78.13,1207.73,727.04,677.37,300.46,2018Q2,,,
2018,II,Saare maakond,Elamu,15.0,107.3,,,,40.43,,491.4,529.92,347.44,2018Q2,,,
2018,II,Saare maakond,Suvila,1.0,,,,,,,,,,2018Q2,,,
2018,II,Tartu maakond,koretr_10_29.99,46.0,22.6,1311638.0,5000.0,56000.0,250.95,2146.74,1291.35,1260.33,488.44,2018Q2,,,
2018,II,Tartu maakond,koretr_30_40.99,114.0,35.4,5060625.0,300.0,92000.0,9.17,2433.86,1356.48,1251.51,497.98,2018Q2,,,
2018,II,Tartu maakond,koretr_41_54.99,195.0,48.1,11598991.0,800.0,130000.0,16.39,2594.81,1250.0,1229.5,419.72,2018Q2,,,
2018,II,Tartu maakond,koretr_55_69.99,152.0,62.0,11458046.0,3000.0,194000.0,51.28,3055.12,1239.04,1216.4,416.12,2018Q2,,,
2018,II,Tartu maakond,koretr_70_249.99,166.0,90.1,19380956.0,15000.0,370000.0,140.32,3167.12,1365.34,1306.67,440.25,2018Q2,,,
2018,II,Tartu maakond,Elamu,90.0,167.6,,,,76.1,,774.18,853.36,464.21,2018Q2,,,
2018,II,Tartu maakond,Suvila,7.0,74.1,,,,235.05,,917.81,775.43,354.05,2018Q2,,,
2018,II,Valga maakond,koretr_10_29.99,10.0,25.0,20160.0,50.0,4110.0,1.81,150.0,78.76,80.23,52.53,2018Q2,,,
2018,II,Valga maakond,koretr_30_40.99,20.0,36.7,124794.0,1.0,43000.0,0.02,1214.69,87.42,173.04,268.84,2018Q2,,,
2018,II,Valga maakond,koretr_41_54.99,21.0,47.1,214303.0,1.0,134500.0,0.02,3063.78,65.93,225.21,655.64,2018Q2,,,
2018,II,Valga maakond,koretr_55_69.99,22.0,59.8,181103.0,500.0,23000.0,8.98,415.16,80.73,136.47,129.47,2018Q2,,,
2018,II,Valga maakond,koretr_70_249.99,15.0,75.6,266297.0,999.0,70000.0,12.97,904.39,74.07,230.49,318.46,2018Q2,,,
2018,II,Valga maakond,Elamu,18.0,111.5,,500.0,,2.62,,244.5,328.58,277.31,2018Q2,,,
2018,II,Valga maakond,Suvila,5.0,45.2,,,,18.35,560.0,137.36,258.14,247.37,2018Q2,,,
2018,II,Viljandi maakond,koretr_10_29.99,8.0,26.6,89200.0,500.0,25000.0,17.67,838.93,352.66,406.95,308.03,2018Q2,,,
2018,II,Viljandi maakond,koretr_30_40.99,33.0,37.4,535954.0,850.0,39900.0,20.78,1031.75,390.39,434.91,327.83,2018Q2,,,
2018,II,Viljandi maakond,koretr_41_54.99,42.0,46.8,669376.0,802.0,47500.0,17.32,1002.11,240.1,339.22,327.94,2018Q2,,,
2018,II,Viljandi maakond,koretr_55_69.99,31.0,62.0,902200.0,500.0,87900.0,8.74,1407.22,357.68,474.82,426.2,2018Q2,,,
2018,II,Viljandi maakond,koretr_70_249.99,22.0,84.2,798059.0,2000.0,130000.0,27.36,1391.08,228.97,424.33,425.85,2018Q2,,,
2018,II,Viljandi maakond,Elamu,43.0,132.4,,500.0,,7.17,,319.77,390.44,309.83,2018Q2,,,
2018,II,Viljandi maakond,Suvila,6.0,54.4,,,,93.17,511.11,347.51,309.9,158.27,2018Q2,,,
2018,II,Võru maakond,koretr_10_29.99,8.0,23.3,73750.0,1500.0,18000.0,85.32,674.16,383.86,375.01,244.04,2018Q2,,,
2018,II,Võru maakond,koretr_30_40.99,16.0,37.5,207400.0,400.0,38000.0,10.13,1000.0,408.28,344.0,257.68,2018Q2,,,
2018,II,Võru maakond,koretr_41_54.99,26.0,47.4,448299.0,500.0,34000.0,10.06,776.26,395.69,367.43,244.24,2018Q2,,,
2018,II,Võru maakond,koretr_55_69.99,26.0,61.1,635400.0,3000.0,47500.0,44.71,731.32,424.18,398.28,205.09,2018Q2,,,
2018,II,Võru maakond,koretr_70_249.99,9.0,75.2,229500.0,4500.0,39000.0,60.81,556.35,349.65,340.73,138.15,2018Q2,,,
2018,II,Võru maakond,Elamu,33.0,113.7,,500.0,,5.71,,163.71,372.66,675.22,2018Q2,,,
2018,II,Võru maakond,Suvila,8.0,28.5,,,,41.15,543.48,284.38,288.77,172.93,2018Q2,,,
