Aasta,Kvartal,Maakond,Hoone_liik,Korteriomanditeginute_Arv,Keskmine_m2,Kokku_tehinguhind,Minimaalne_tehingusumma,Maksimaalne_tehingsumma,Minimaalne_pinnaühikuhind,Maksimaalne_pinnaühikuhind,Mediaan_pinnaühikuhind,Keskmine_pinnaühikuhind,Standardhälve_pinnaühikuhind,quarter,avg_salary,housing_index,THI
2021,IV,Viljandi maakond,koretr_30_40.99,36.0,36.2,1213940.0,1000.0,99600.0,30.3,2743.8,864.74,936.5,731.23,2021Q4,1608.3333333333333,256.31,238.35
2021,IV,Viljandi maakond,koretr_41_54.99,57.0,46.8,1954739.0,500.0,145400.0,11.68,2733.08,390.8,717.87,723.63,2021Q4,1608.3333333333333,256.31,238.35
2021,IV,Viljandi maakond,koretr_55_69.99,46.0,62.6,2695811.0,1000.0,145000.0,16.42,2457.19,906.44,953.8,695.67,2021Q4,1608.3333333333333,256.31,238.35
2021,IV,Viljandi maakond,koretr_70_249.99,22.0,79.7,1157174.0,3000.0,150000.0,29.44,1600.44,625.66,667.3,468.06,2021Q4,1608.3333333333333,256.31,238.35
2021,IV,Viljandi maakond,Elamu,49.0,124.4,,100.0,,0.46,,302.17,527.91,544.22,2021Q4,1608.3333333333333,256.31,238.35
2021,IV,Viljandi maakond,Suvila,8.0,58.7,,,,194.36,,497.71,,,2021Q4,1608.3333333333333,256.31,238.35
2021,IV,Võru maakond,koretr_10_29.99,14.0,26.8,258500.0,3000.0,31500.0,201.34,1175.37,693.06,681.24,337.4,2021Q4,1608.3333333333333,256.31,238.35
2021,IV,Võru maakond,koretr_30_40.99,29.0,37.3,793500.0,1000.0,45000.0,24.57,1197.6,914.75,747.01,380.38,2021Q4,1608.3333333333333,256.31,238.35
2021,IV,Võru maakond,koretr_41_54.99,43.0,46.2,1234200.0,400.0,95000.0,9.13,1946.72,608.41,607.28,422.32,2021Q4,1608.3333333333333,256.31,238.35
2021,IV,Võru maakond,koretr_55_69.99,23.0,62.0,1025100.0,4000.0,119000.0,68.38,1714.7,602.41,701.25,470.93,2021Q4,1608.3333333333333,256.31,238.35
2021,IV,Võru maakond,koretr_70_249.99,16.0,84.6,1099380.0,9000.0,258000.0,106.51,1744.42,789.05,767.33,561.08,2021Q4,1608.3333333333333,256.31,238.35
2021,IV,Võru maakond,Elamu,36.0,107.8,,,,22.05,,376.16,494.3,472.91,2021Q4,1608.3333333333333,256.31,238.35
2021,IV,Võru maakond,Suvila,8.0,20.9,,,,284.55,923.91,607.12,631.1,258.97,2021Q4,1608.3333333333333,256.31,238.35
2022,I,Harju maakond,koretr_10_29.99,269.0,21.6,15278979.0,2560.0,179000.0,196.92,6392.86,2586.21,2611.23,1033.27,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Harju maakond,koretr_30_40.99,529.0,34.9,43053805.0,250.0,229000.0,7.62,6256.83,2310.03,2332.19,859.91,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Harju maakond,koretr_41_54.99,877.0,47.3,102851951.0,4000.0,303000.0,80.48,5900.46,2408.26,2479.32,948.2,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Harju maakond,koretr_55_69.99,727.0,63.1,108213171.0,5000.0,405000.0,80.39,6298.6,2268.8,2363.49,848.32,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Harju maakond,koretr_70_249.99,672.0,93.9,161191255.0,9000.0,890000.0,95.54,7173.54,2453.81,2567.51,876.99,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Harju maakond,Elamu,180.0,174.3,,,,30.64,,,,899.93,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Harju maakond,Muu,1.0,,,,,,,,,,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Harju maakond,Suvila,75.0,60.6,,,,182.19,,,,,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Hiiu maakond,koretr_30_40.99,3.0,,,,,,,,,,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Hiiu maakond,koretr_41_54.99,2.0,,,,,,,,,,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Hiiu maakond,koretr_55_69.99,5.0,58.7,206000.0,17000.0,62000.0,286.2,1087.72,827.81,699.0,356.19,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Hiiu maakond,koretr_70_249.99,3.0,,,,,,,,,,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Hiiu maakond,Elamu,5.0,114.6,,,,307.69,,461.22,756.58,572.99,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Hiiu maakond,Suvila,1.0,,,,,,,,,,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Ida-Viru maakond,koretr_10_29.99,76.0,26.3,689230.0,200.0,24000.0,7.33,1283.42,321.01,350.69,241.34,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Ida-Viru maakond,koretr_30_40.99,252.0,36.5,2746404.0,150.0,54500.0,4.11,1386.77,255.61,296.3,224.92,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Ida-Viru maakond,koretr_41_54.99,212.0,47.9,3253049.0,1.0,67000.0,0.02,1326.73,263.19,317.2,238.53,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Ida-Viru maakond,koretr_55_69.99,110.0,61.8,2632575.0,150.0,96000.0,2.38,1528.66,321.81,387.93,275.94,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Ida-Viru maakond,koretr_70_249.99,44.0,84.8,1890934.0,100.0,180000.0,1.28,1402.96,386.33,472.95,350.71,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Ida-Viru maakond,Elamu,29.0,162.3,,,,18.62,,502.08,529.58,400.56,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Ida-Viru maakond,Suvila,24.0,43.4,,400.0,,36.1,,375.13,381.37,272.19,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Jõgeva maakond,koretr_10_29.99,3.0,,,,,,,,,,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Jõgeva maakond,koretr_30_40.99,9.0,,,,,,,,,,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Jõgeva maakond,koretr_41_54.99,29.0,46.8,564685.0,1000.0,44000.0,22.32,934.18,480.96,418.08,235.36,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Jõgeva maakond,koretr_55_69.99,23.0,63.2,495037.0,1252.0,40900.0,21.22,654.4,328.41,337.06,188.68,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Jõgeva maakond,koretr_70_249.99,9.0,85.8,210500.0,9000.0,49000.0,82.19,642.2,165.61,290.89,231.92,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Jõgeva maakond,Elamu,29.0,113.4,,,,12.9,,343.57,487.94,463.07,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Jõgeva maakond,Suvila,2.0,,,,,,,,,,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Järva maakond,koretr_10_29.99,6.0,24.7,108768.0,168.0,33100.0,6.89,1472.08,821.11,724.95,631.51,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Järva maakond,koretr_30_40.99,28.0,37.2,373304.0,168.0,39000.0,4.23,1015.63,298.14,360.46,332.32,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Järva maakond,koretr_41_54.99,33.0,47.4,507863.0,50.0,47500.0,0.96,1028.71,197.67,323.51,299.79,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Järva maakond,koretr_55_69.99,21.0,65.1,638280.0,500.0,62000.0,7.47,937.97,485.44,467.32,268.19,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Järva maakond,koretr_70_249.99,12.0,77.0,366220.0,5000.0,65000.0,64.18,848.56,367.57,400.66,294.68,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Järva maakond,Elamu,26.0,138.9,,,,46.86,,359.12,588.85,981.43,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Järva maakond,Suvila,3.0,,,,,,,,,,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Lääne maakond,koretr_10_29.99,4.0,,,,,,,,,,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Lääne maakond,koretr_30_40.99,11.0,36.5,449700.0,1000.0,105000.0,25.64,2658.23,1210.53,1127.47,710.44,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Lääne maakond,koretr_41_54.99,33.0,48.4,1368666.0,650.0,135240.0,13.29,2842.11,898.66,852.61,743.23,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Lääne maakond,koretr_55_69.99,19.0,63.3,863245.0,1045.0,158700.0,17.24,2495.28,482.46,730.1,689.86,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Lääne maakond,koretr_70_249.99,9.0,,,,,,,,,,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Lääne maakond,Elamu,10.0,90.2,,,,95.18,,815.88,850.81,637.42,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Lääne maakond,Suvila,4.0,,,,,,,,,,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Lääne-Viru maakond,koretr_10_29.99,20.0,27.7,324236.0,150.0,42600.0,5.14,1532.37,496.99,585.24,467.42,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Lääne-Viru maakond,koretr_30_40.99,47.0,35.8,999400.0,100.0,62000.0,3.14,1585.68,527.16,601.35,497.27,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Lääne-Viru maakond,koretr_41_54.99,76.0,46.4,1484883.0,500.0,74000.0,11.42,1650.79,256.32,410.02,410.71,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Lääne-Viru maakond,koretr_55_69.99,48.0,62.9,1518133.0,600.0,89900.0,8.78,1434.64,324.01,505.9,440.01,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Lääne-Viru maakond,koretr_70_249.99,27.0,88.4,1438490.0,600.0,127500.0,7.41,1622.91,449.14,665.04,570.0,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Lääne-Viru maakond,Elamu,58.0,118.8,,,,18.13,,362.55,557.5,568.15,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Lääne-Viru maakond,Suvila,1.0,,,,,,,,,,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Põlva maakond,koretr_10_29.99,4.0,,,,,,,,,,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Põlva maakond,koretr_30_40.99,7.0,,,,,,,,,,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Põlva maakond,koretr_41_54.99,28.0,49.0,746004.0,500.0,94204.0,9.75,1784.17,534.08,534.06,532.12,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Põlva maakond,koretr_55_69.99,12.0,65.1,693660.0,15500.0,121180.0,230.31,1850.08,679.6,884.65,604.72,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Põlva maakond,koretr_70_249.99,10.0,85.3,685295.0,1500.0,219000.0,18.66,2477.38,530.32,786.48,785.16,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Põlva maakond,Elamu,18.0,113.5,,,,38.5,,440.51,471.49,339.67,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Pärnu maakond,koretr_10_29.99,26.0,25.1,920610.0,500.0,71000.0,17.92,3127.75,1593.0,1394.93,962.88,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Pärnu maakond,koretr_30_40.99,65.0,36.7,3364750.0,100.0,151000.0,2.46,4027.74,1540.47,1435.06,1008.52,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Pärnu maakond,koretr_41_54.99,121.0,47.9,8683725.0,100.0,200000.0,1.91,4235.74,1414.79,1497.29,946.75,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Pärnu maakond,koretr_55_69.99,90.0,63.4,7618345.0,2000.0,276100.0,29.99,4145.65,1273.02,1336.72,966.52,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Pärnu maakond,koretr_70_249.99,44.0,92.3,7457800.0,12000.0,570000.0,157.48,5000.0,1911.39,1816.39,1109.32,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Pärnu maakond,Elamu,67.0,153.8,,,,16.19,,911.16,942.77,652.51,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Pärnu maakond,Suvila,6.0,61.9,,,,354.92,,642.0,887.78,549.72,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Rapla maakond,koretr_10_29.99,1.0,,,,,,,,,,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Rapla maakond,koretr_30_40.99,20.0,36.1,520200.0,1000.0,62000.0,30.03,1689.37,885.85,723.69,546.16,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Rapla maakond,koretr_41_54.99,30.0,47.1,743200.0,300.0,67900.0,6.48,1397.12,346.81,517.16,443.47,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Rapla maakond,koretr_55_69.99,22.0,62.4,1027240.0,10500.0,95000.0,179.18,1604.73,756.65,745.12,421.16,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Rapla maakond,koretr_70_249.99,8.0,,,,,,,,,,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Rapla maakond,Elamu,29.0,122.1,,,,70.85,,,,674.07,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Rapla maakond,Suvila,7.0,56.1,,,,685.13,,,,626.22,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Saare maakond,koretr_10_29.99,3.0,,,,,,,,,,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Saare maakond,koretr_30_40.99,15.0,,,,,,,,,,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Saare maakond,koretr_41_54.99,26.0,45.8,1147300.0,1500.0,80000.0,35.05,1840.28,938.03,957.83,483.68,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Saare maakond,koretr_55_69.99,23.0,62.3,1405740.0,2500.0,167000.0,42.02,2500.0,950.87,983.8,611.65,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Saare maakond,koretr_70_249.99,15.0,84.5,1364500.0,25000.0,298000.0,310.95,3300.11,1048.63,1067.67,681.72,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Saare maakond,Elamu,20.0,148.9,,,,120.63,,762.82,,654.07,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Saare maakond,Muu,1.0,,,,,,,,,,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Saare maakond,Suvila,2.0,,,,,,,,,,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Tartu maakond,koretr_10_29.99,51.0,23.2,2699666.0,6500.0,98800.0,311.28,3783.11,2202.17,2283.64,823.56,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Tartu maakond,koretr_30_40.99,123.0,35.6,8347856.0,3000.0,136000.0,97.09,3646.11,1951.95,1897.56,836.26,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Tartu maakond,koretr_41_54.99,298.0,47.6,26120433.0,1500.0,200000.0,32.97,3717.47,1883.21,1842.32,566.72,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Tartu maakond,koretr_55_69.99,210.0,63.0,22543216.0,3600.0,235000.0,58.25,3968.25,1731.98,1708.28,622.72,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Tartu maakond,koretr_70_249.99,181.0,90.3,29035329.0,15000.0,425000.0,99.73,3721.54,1821.81,1808.93,579.8,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Tartu maakond,Elamu,78.0,155.3,,300.0,,6.24,,,,769.06,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Tartu maakond,Suvila,10.0,81.3,,,,386.31,,897.34,,562.75,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Valga maakond,koretr_10_29.99,18.0,26.5,106823.0,675.0,16000.0,32.12,536.91,150.27,217.15,179.89,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Valga maakond,koretr_30_40.99,23.0,37.6,246444.0,100.0,36000.0,3.1,960.0,237.47,280.73,211.85,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Valga maakond,koretr_41_54.99,37.0,47.3,527970.0,500.0,58000.0,11.93,1390.89,283.98,304.43,260.22,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Valga maakond,koretr_55_69.99,18.0,62.7,356310.0,500.0,120000.0,7.2,1746.72,218.26,312.86,406.16,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Valga maakond,koretr_70_249.99,7.0,78.1,173500.0,5000.0,79000.0,57.67,1010.23,200.25,319.2,337.42,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Valga maakond,Elamu,29.0,110.5,,100.0,,1.48,,394.81,511.34,380.2,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Valga maakond,Suvila,8.0,65.4,,,,78.74,,315.79,,,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Viljandi maakond,koretr_10_29.99,16.0,22.4,349600.0,1000.0,45000.0,34.48,1711.03,963.7,1013.09,424.62,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Viljandi maakond,koretr_30_40.99,19.0,35.6,606577.0,4827.0,77500.0,159.31,2414.33,1068.7,906.44,573.84,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Viljandi maakond,koretr_41_54.99,31.0,47.3,978045.0,400.0,94000.0,9.17,2004.26,403.7,661.69,610.26,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Viljandi maakond,koretr_55_69.99,34.0,63.0,1879200.0,300.0,129000.0,5.17,2090.59,894.95,872.56,596.26,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Viljandi maakond,koretr_70_249.99,19.0,89.0,1625100.0,6000.0,230000.0,77.52,2371.13,970.87,942.81,640.4,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Viljandi maakond,Elamu,27.0,165.4,,1.0,,0.01,,466.42,532.79,430.23,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Viljandi maakond,Suvila,2.0,,,,,,,,,,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Võru maakond,koretr_10_29.99,13.0,23.8,229476.0,100.0,35000.0,4.78,1528.38,887.68,697.5,542.82,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Võru maakond,koretr_30_40.99,16.0,37.4,428811.0,500.0,49900.0,14.29,1256.93,842.91,713.05,416.98,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Võru maakond,koretr_41_54.99,36.0,47.6,961449.0,500.0,98000.0,11.79,2098.5,500.57,553.56,474.66,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Võru maakond,koretr_55_69.99,15.0,62.1,477000.0,3000.0,83000.0,49.02,1311.22,393.84,504.56,433.31,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Võru maakond,koretr_70_249.99,10.0,88.2,648000.0,2000.0,225000.0,25.61,1521.3,670.89,688.42,474.5,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Võru maakond,Elamu,28.0,105.4,,,,25.32,,399.52,601.09,594.86,2022Q1,1586.6666666666667,274.44,248.03
2022,I,Võru maakond,Suvila,3.0,,,,,,,,,,2022Q1,1586.6666666666667,274.44,248.03
2022,II,Harju maakond,koretr_10_29.99,269.0,21.5,16698465.0,8000.0,189600.0,289.86,6629.37,2892.98,2921.71,1172.78,2022Q2,1717.0,296.33,268.94
2022,II,Harju maakond,koretr_30_40.99,598.0,35.2,55536634.0,250.0,235000.0,7.53,7099.7,2606.06,2647.81,897.49,2022Q2,1717.0,296.33,268.94
2022,II,Harju maakond,koretr_41_54.99,1086.0,47.5,138817646.0,3000.0,331150.0,63.97,6884.06,2609.35,2691.1,963.44,2022Q2,1717.0,296.33,268.94
2022,II,Harju maakond,koretr_55_69.99,894.0,62.6,148298950.0,11189.0,495000.0,186.79,7568.81,2521.28,2659.17,981.05,2022Q2,1717.0,296.33,268.94
2022,II,Harju maakond,koretr_70_249.99,797.0,95.1,213959135.0,13356.0,1600000.0,186.8,9759.19,2729.05,2834.85,1032.89,2022Q2,1717.0,296.33,268.94
2022,II,Harju maakond,Elamu,187.0,173.9,,,,164.05,,,,,2022Q2,1717.0,296.33,268.94
2022,II,Harju maakond,Muu,2.0,,,,,,,,,,2022Q2,1717.0,296.33,268.94
2022,II,Harju maakond,Suvila,107.0,62.0,,,,381.1,,,,,2022Q2,1717.0,296.33,268.94
2022,II,Hiiu maakond,koretr_10_29.99,1.0,,,,,,,,,,2022Q2,1717.0,296.33,268.94
2022,II,Hiiu maakond,koretr_30_40.99,2.0,,,,,,,,,,2022Q2,1717.0,296.33,268.94
2022,II,Hiiu maakond,koretr_41_54.99,7.0,46.1,285850.0,6950.0,65000.0,161.25,1525.82,928.07,895.76,514.74,2022Q2,1717.0,296.33,268.94
2022,II,Hiiu maakond,koretr_55_69.99,1.0,,,,,,,,,,2022Q2,1717.0,296.33,268.94
2022,II,Hiiu maakond,koretr_70_249.99,3.0,,,,,,,,,,2022Q2,1717.0,296.33,268.94
2022,II,Hiiu maakond,Elamu,6.0,162.2,,,,172.04,954.06,490.8,529.56,337.74,2022Q2,1717.0,296.33,268.94
2022,II,Ida-Viru maakond,koretr_10_29.99,103.0,26.2,859202.0,1.0,29000.0,0.04,1070.11,303.57,318.2,208.52,2022Q2,1717.0,296.33,268.94
2022,II,Ida-Viru maakond,koretr_30_40.99,299.0,36.2,3637404.0,1.0,52400.0,0.03,1451.52,295.74,332.06,257.16,2022Q2,1717.0,296.33,268.94
2022,II,Ida-Viru maakond,koretr_41_54.99,267.0,47.8,4247805.0,200.0,86000.0,4.15,1747.97,254.58,331.36,285.63,2022Q2,1717.0,296.33,268.94
2022,II,Ida-Viru maakond,koretr_55_69.99,115.0,61.4,3226420.0,100.0,85000.0,1.46,1307.69,409.17,455.43,335.64,2022Q2,1717.0,296.33,268.94
2022,II,Ida-Viru maakond,koretr_70_249.99,37.0,84.5,1705900.0,5000.0,130000.0,66.58,1230.85,435.29,523.77,320.38,2022Q2,1717.0,296.33,268.94
2022,II,Ida-Viru maakond,Elamu,46.0,140.8,,,,5.35,,312.15,454.24,391.13,2022Q2,1717.0,296.33,268.94
2022,II,Ida-Viru maakond,Suvila,86.0,43.5,,200.0,,6.67,,288.51,431.76,424.27,2022Q2,1717.0,296.33,268.94
2022,II,Jõgeva maakond,koretr_10_29.99,3.0,,,,,,,,,,2022Q2,1717.0,296.33,268.94
2022,II,Jõgeva maakond,koretr_30_40.99,18.0,,,,,,,,,,2022Q2,1717.0,296.33,268.94
2022,II,Jõgeva maakond,koretr_41_54.99,32.0,47.1,657634.0,700.0,43700.0,14.37,908.05,408.31,438.59,264.63,2022Q2,1717.0,296.33,268.94
2022,II,Jõgeva maakond,koretr_55_69.99,25.0,64.2,543628.0,512.0,44000.0,7.59,665.83,325.93,339.1,238.0,2022Q2,1717.0,296.33,268.94
2022,II,Jõgeva maakond,koretr_70_249.99,19.0,81.1,646800.0,2500.0,65000.0,35.36,808.46,422.54,422.83,226.86,2022Q2,1717.0,296.33,268.94
2022,II,Jõgeva maakond,Elamu,44.0,108.9,,600.0,,3.74,,465.64,533.86,421.73,2022Q2,1717.0,296.33,268.94
2022,II,Järva maakond,koretr_10_29.99,4.0,,,,,,,,,,2022Q2,1717.0,296.33,268.94
2022,II,Järva maakond,koretr_30_40.99,24.0,37.0,581700.0,1200.0,48000.0,37.97,1206.03,629.2,653.05,353.56,2022Q2,1717.0,296.33,268.94
2022,II,Järva maakond,koretr_41_54.99,40.0,46.4,958162.0,1000.0,92300.0,19.84,2102.51,375.63,515.67,500.37,2022Q2,1717.0,296.33,268.94
2022,II,Järva maakond,koretr_55_69.99,35.0,64.5,893000.0,1500.0,60000.0,24.39,934.58,273.67,403.15,296.81,2022Q2,1717.0,296.33,268.94
2022,II,Järva maakond,koretr_70_249.99,19.0,,,,,,,,,,2022Q2,1717.0,296.33,268.94
2022,II,Järva maakond,Elamu,37.0,189.6,,,,0.7,,236.63,391.52,391.6,2022Q2,1717.0,296.33,268.94
2022,II,Järva maakond,Suvila,6.0,56.1,,,,73.69,,,958.9,493.02,2022Q2,1717.0,296.33,268.94
2022,II,Lääne maakond,koretr_10_29.99,5.0,27.3,213300.0,15000.0,80000.0,530.04,2711.86,1498.19,1546.78,792.19,2022Q2,1717.0,296.33,268.94
2022,II,Lääne maakond,koretr_30_40.99,15.0,36.8,682773.0,5000.0,85000.0,124.69,2435.53,1419.94,1254.67,559.19,2022Q2,1717.0,296.33,268.94
2022,II,Lääne maakond,koretr_41_54.99,38.0,47.7,1666236.0,3000.0,116210.0,60.98,2269.73,1078.21,910.65,595.48,2022Q2,1717.0,296.33,268.94
2022,II,Lääne maakond,koretr_55_69.99,27.0,63.0,1484665.0,3250.0,280000.0,55.56,5035.97,700.85,896.03,999.68,2022Q2,1717.0,296.33,268.94
2022,II,Lääne maakond,koretr_70_249.99,14.0,83.7,1229050.0,2250.0,300000.0,26.6,2973.24,1002.43,1001.61,904.42,2022Q2,1717.0,296.33,268.94
2022,II,Lääne maakond,Elamu,28.0,122.3,,,,97.77,,704.99,727.36,437.53,2022Q2,1717.0,296.33,268.94
2022,II,Lääne maakond,Muu,2.0,,,,,,,,,,2022Q2,1717.0,296.33,268.94
2022,II,Lääne maakond,Suvila,8.0,43.1,,,,880.0,,,,,2022Q2,1717.0,296.33,268.94
2022,II,Lääne-Viru maakond,koretr_10_29.99,30.0,24.3,262400.0,100.0,45000.0,4.1,1704.55,169.65,335.15,415.79,2022Q2,1717.0,296.33,268.94
2022,II,Lääne-Viru maakond,koretr_30_40.99,56.0,36.2,1100930.0,150.0,80000.0,4.12,2020.2,367.25,555.33,476.01,2022Q2,1717.0,296.33,268.94
2022,II,Lääne-Viru maakond,koretr_41_54.99,105.0,47.4,2569573.0,150.0,126000.0,3.13,2485.21,305.26,508.11,528.54,2022Q2,1717.0,296.33,268.94
2022,II,Lääne-Viru maakond,koretr_55_69.99,52.0,61.9,1926800.0,600.0,96000.0,8.72,1503.16,562.91,596.71,411.12,2022Q2,1717.0,296.33,268.94
2022,II,Lääne-Viru maakond,koretr_70_249.99,32.0,82.1,1798533.0,100.0,169680.0,1.12,2410.23,616.17,725.87,672.56,2022Q2,1717.0,296.33,268.94
2022,II,Lääne-Viru maakond,Elamu,64.0,135.3,,,,21.62,,451.32,583.96,497.89,2022Q2,1717.0,296.33,268.94
2022,II,Lääne-Viru maakond,Muu,1.0,,,,,,,,,,2022Q2,1717.0,296.33,268.94
2022,II,Lääne-Viru maakond,Suvila,10.0,34.3,,,,56.5,,522.37,652.8,717.73,2022Q2,1717.0,296.33,268.94
2022,II,Põlva maakond,koretr_10_29.99,4.0,,,,,,,,,,2022Q2,1717.0,296.33,268.94
2022,II,Põlva maakond,koretr_30_40.99,11.0,36.2,157100.0,500.0,30000.0,15.67,789.79,404.41,401.31,288.18,2022Q2,1717.0,296.33,268.94
2022,II,Põlva maakond,koretr_41_54.99,29.0,48.1,673900.0,200.0,93900.0,4.02,1778.41,279.07,468.78,484.97,2022Q2,1717.0,296.33,268.94
2022,II,Põlva maakond,koretr_55_69.99,24.0,63.7,593500.0,1000.0,58000.0,14.64,917.72,375.69,386.19,257.35,2022Q2,1717.0,296.33,268.94
2022,II,Põlva maakond,koretr_70_249.99,7.0,,,,,,,,,,2022Q2,1717.0,296.33,268.94
2022,II,Põlva maakond,Elamu,31.0,127.1,,,,33.69,,504.81,580.9,395.1,2022Q2,1717.0,296.33,268.94
2022,II,Põlva maakond,Suvila,2.0,,,,,,,,,,2022Q2,1717.0,296.33,268.94
2022,II,Pärnu maakond,koretr_10_29.99,33.0,24.2,1170819.0,1399.0,78500.0,56.18,3592.23,1354.17,1474.63,760.61,2022Q2,1717.0,296.33,268.94
2022,II,Pärnu maakond,koretr_30_40.99,89.0,36.7,5068500.0,2000.0,130000.0,50.76,3800.0,1607.72,1558.4,869.83,2022Q2,1717.0,296.33,268.94
